C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET23:37:43

sptypes = 'K'
-------------

Number of objects : 6163

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------|----|----
189 |BD+61 62                           |RB?|00 24 10.5555020365 +62 26 51.563123497|     ~|11.47 |10.28 |     ~|     ~|K              |   1|   0
190 |HD 4320                            |PM*|00 46 27.2805012445 +61 31 54.819404532|     ~|10.11 | 9.66 |     ~|     ~|K              |   3|   0
191 |BD+62 202                          |*  |01 07 29.255 +63 30 34.06              |     ~|12.0  |10.5  |     ~|     ~|K              |   1|   0
192 |2MASS J01082092+6335382            |*  |01 08 20.9398674136 +63 35 38.241354610|     ~|12.8  |11.2  |     ~|     ~|K              |   2|   0
193 |TYC 4032-1773-1                    |*  |01 43 37.6005429461 +61 37 07.492385531|     ~|12.38 |11.22 |     ~|     ~|K              |   0|   0
194 |BD+54 614                          |*  |02 51 27.6816070968 +55 17 17.281790725|     ~|12.67 |10.45 |     ~|     ~|K              |   0|   0
195 |BD+53 619                          |PM*|03 07 59.9285117190 +54 23 37.386428964|     ~|11.00 | 9.96 |     ~|     ~|K              |   1|   0
196 |HD 276172                          |*  |04 17 38.9890697929 +42 13 59.174727698|     ~|11.88 |10.56 |     ~|     ~|K              |   2|   0
197 |BD+49 3186                         |*  |20 06 07.2193278194 +50 16 43.551137293|     ~|11.09 |10.08 |     ~|     ~|K              |   0|   0
198 |TYC 3567-805-1                     |*  |20 03 55.0534926684 +49 55 33.680086653|     ~|11.43 |10.38 |     ~|     ~|K              |   0|   0
199 |BD+48 3060                         |*  |20 13 15.3267599961 +49 18 57.270471346|     ~|11.54 |10.42 |     ~|     ~|K              |   0|   0
200 |StKM 1-1753                        |*  |20 04 52.3532768964 +49 21 49.096285736|     ~|11.82 |10.19 |     ~|     ~|K              |   1|   0
201 |[FS2003] 1090                      |*  |20 45 17.85 +56 41 48.0                |     ~|     ~|     ~|     ~|     ~|K              |   2|   0
202 |TYC 3960-582-1                     |*  |20 54 14.0127872121 +57 19 12.553868861|     ~|12.15 |10.15 |     ~|     ~|K              |   0|   0
203 |Cl Trumpler 37 1112                |*  |21 05 06.8289639883 +58 52 51.436084272|     ~|12.51 |10.93 |     ~|     ~|K              |   1|   0
204 |Cl Trumpler 37 264                 |*  |21 07 00.8673942813 +57 41 13.714243321|     ~|12.04 |10.76 |     ~|     ~|K              |   1|   0
205 |Cl Trumpler 37 803                 |*  |21 02 02.5120933039 +58 32 49.891858958|     ~|12.08 |10.72 |     ~|     ~|K              |   1|   0
206 |Cl Trumpler 37 1100                |*  |21 02 56.9651790546 +58 50 54.175646985|     ~|12.71 |10.97 |     ~|     ~|K              |   1|   0
207 |Cl Trumpler 37 559                 |*  |21 04 33.2255484299 +58 03 39.358829309|     ~|12.86 |10.99 |     ~|     ~|K              |   1|   0
208 |Cl Trumpler 37 3                   |*  |21 02 13.9605067549 +56 59 09.697666799|     ~|12.54 |11.21 |     ~|     ~|K              |   1|   0
209 |Cl Trumpler 37 1097                |*  |21 02 02.7610829958 +58 45 11.751017082|     ~|13.44 |11.36 |     ~|     ~|K              |   1|   0
210 |TYC 3964-806-1                     |PM*|21 02 34.8380571016 +59 00 15.665333801|     ~|12.70 |11.86 |     ~|     ~|K              |   2|   0
211 |Cl Trumpler 37 633                 |*  |21 17 26.7968583193 +58 10 59.523465284|     ~|11.60 |10.38 |     ~|     ~|K              |   1|   0
212 |Cl Trumpler 37 1404                |*  |21 08 17.6184389369 +59 18 15.295520857|     ~|12.31 |10.74 |     ~|     ~|K              |   1|   0
213 |Cl Trumpler 37 1670                |*  |21 16 30.4299477472 +59 43 14.172286203|     ~|12.39 |11.00 |     ~|     ~|K              |   1|   0
214 |Cl Trumpler 37 1924                |*  |21 22 53.9510165891 +60 13 09.324242166|     ~|12.43 |10.87 |     ~|     ~|K              |   1|   0
215 |Cl Trumpler 37 1694                |*  |21 20 37.3680890933 +59 48 00.814849229|     ~|12.78 |10.68 |     ~|     ~|K              |   1|   0
216 |Cl Trumpler 37 1419                |*  |21 11 02.1944607332 +59 14 16.563162543|     ~|12.58 |11.04 |     ~|     ~|K              |   1|   0
217 |Cl Trumpler 37 1688                |*  |21 19 39.7525624287 +59 44 57.593079849|     ~|12.65 |11.55 |     ~|     ~|K              |   1|   0
218 |Cl Trumpler 37 2057                |*  |21 48 30.3476394112 +60 39 08.486575115|     ~|12.27 |10.55 |     ~|     ~|K              |   1|   0
219 |BD+60 2269                         |*  |21 35 39.2514228361 +61 31 15.509343953|     ~|11.25 | 9.33 |     ~|     ~|K              |   0|   0
220 |Cl Trumpler 37 1755                |*  |21 29 55.9092118369 +60 03 47.152709408|     ~|12.23 |11.09 |     ~|     ~|K              |   1|   0
221 |Cl Trumpler 37 2003                |*  |21 35 08.7604727834 +60 28 44.273602530|     ~|12.73 |10.94 |     ~|     ~|K              |   1|   0
222 |Cl Trumpler 37 1914                |*  |21 22 05.8385999368 +60 38 06.416914381|     ~|12.6  |     ~|     ~|     ~|K              |   1|   0
223 |BD+61 2244                         |*  |22 04 30.6328346780 +62 06 00.303805650|     ~|10.97 |10.10 |     ~|     ~|K              |   1|   0
224 |BD+64 1630                         |*  |22 07 52.7076152025 +64 44 47.588060602|     ~|11.29 | 9.72 |     ~|     ~|K              |   0|   0
225 |BD+63 1811                         |*  |22 08 15.4709386407 +64 25 09.623785796|     ~|11.13 | 9.71 |     ~|     ~|K              |   0|   0
226 |BD+65 1884                         |*  |23 24 28.8600339893 +66 30 55.851458856|     ~|12.13 | 9.57 |     ~|     ~|K              |   1|   0
227 |BD+63 72a                          |*  |00 41 19.4746041836 +64 39 54.508383659|     ~|11.699| 9.978|     ~|     ~|K              |   1|   0
228 |BD+47 903                          |*  |03 52 16.2719091053 +48 11 54.222440346|     ~|11.49 |10.22 |     ~|     ~|K              |   0|   0
229 |BD+44 882                          |*  |04 14 29.9082465284 +44 27 16.099312039|     ~|12.07 |10.90 |     ~|     ~|K              |   0|   0
230 |HD 276240                          |*  |04 21 21.8328593460 +42 42 49.948010875|     ~|11.78 |11.26 |     ~|     ~|K              |   1|   0
231 |HD 182936                          |*  |19 25 10.5781289861 +43 39 33.808620843|     ~| 9.78 | 8.44 |     ~|     ~|K              |   4|   0
232 |HD 186175                          |*  |19 40 46.3162989025 +47 24 54.448358853|     ~| 9.84 | 8.50 |     ~|     ~|K              |   1|   0
233 |TYC 3566-1340-1                    |Ro*|19 54 33.616 +49 39 30.69              |     ~|11.99 |10.53 |     ~|     ~|K              |   3|   0
234 |HD 187479                          |*  |19 47 46.8520377071 +51 20 06.723262570|     ~| 9.62 | 8.37 |     ~|     ~|K              |   1|   0
235 |HD 189844                          |*  |19 59 50.7136382790 +50 34 08.049292888|     ~| 9.85 | 8.25 |     ~|     ~|K              |   1|   0
236 |HD 189980                          |*  |20 00 34.1014301901 +50 39 22.655751843|     ~| 9.48 | 8.23 |     ~|     ~|K              |   3|   0
237 |StKM 1-1737                        |*  |19 55 06.0196347959 +49 52 22.854545674|     ~|12.22 |10.47 |     ~|     ~|K              |   1|   0
238 |BD+56 2395                         |*  |20 19 33.0596143633 +56 34 16.904708347|     ~|11.51 |10.44 |     ~|     ~|K              |   0|   0
239 |BD+57 2188                         |*  |20 24 20.2169065988 +57 49 16.239023428|     ~|11.53 |10.14 |     ~|     ~|K              |   0|   0
240 |TYC 3958-767-1                     |*  |20 28 05.3525090978 +57 24 36.201337632|     ~|11.46 |10.46 |     ~|     ~|K              |   0|   0
241 |2E 2033.7+5935                     |*  |20 34 49.1 +59 46 04                   |     ~|     ~|13.8  |     ~|     ~|Ke             |   3|   0
242 |BD+60 2182a                        |*  |20 59 07.5878398214 +61 07 58.821996888|     ~|11.51 |10.25 |     ~|     ~|K              |   0|   0
243 |Cl Trumpler 37 1824                |*  |21 03 51.0644346734 +60 36 52.992068803|     ~|12.98 |10.91 |     ~|     ~|K              |   2|   0
244 |HD 204625                          |*  |21 27 10.3588756577 +63 04 51.024182645|     ~| 9.54 | 8.44 |     ~|     ~|K              |   1|   0
245 |BD+66 1442                         |*  |21 49 28.3840500122 +66 49 41.679043312|     ~|11.29 | 9.79 |     ~|     ~|K              |   0|   0
246 |BD+65 1733                         |*  |22 12 55.4728606912 +65 44 52.974176859|     ~|12.07 |10.68 |     ~|     ~|K              |   0|   0
247 |TYC 4276-1011-1                    |*  |22 29 39.4020741192 +66 51 34.271442934|     ~|12.52 |11.12 |     ~|     ~|K              |   0|   0
248 |BD+68 1344                         |*  |22 57 07.0258651722 +68 49 32.817606006|     ~| 9.98 | 8.83 |     ~|     ~|K              |   0|   0
249 |BD+62 502                          |*  |02 59 52.3997632487 +63 07 15.970076085|     ~|11.67 |10.54 |     ~|     ~|K              |   1|   0
250 |HD 181961                          |*  |19 20 25.7529931371 +45 35 40.630761339|10.640| 9.690| 8.620|     ~|     ~|K              |  10|   1
251 |HD 181067                          |*  |19 16 53.5061847777 +44 46 33.226772609|     ~| 9.88 | 8.52 |     ~|     ~|K              |   5|   0
252 |HD 181299                          |Er*|19 17 58.1009873871 +44 11 39.736916067|     ~|10.07 | 9.04 |     ~|     ~|K              |   5|   0
253 |HD 178970                          |Er*|19 08 38.2487157053 +43 55 00.892553210|     ~|10.07 | 9.04 |     ~|     ~|K              |   7|   0
254 |BD+48 2897                         |*  |19 26 35.6620182811 +48 20 54.956057010|     ~|10.99 | 9.74 |     ~|     ~|K              |   0|   0
255 |HD 182310                          |*  |19 21 44.4202024837 +47 24 16.237214464|     ~|10.26 | 8.67 |     ~|     ~|K              |   1|   0
256 |HD 180967                          |Er*|19 16 25.2732058210 +46 25 44.917942896|     ~| 9.66 | 8.17 |     ~|     ~|K              |   3|   0
257 |HD 184332                          |Er*|19 31 41.6715688366 +49 06 26.808894548|     ~| 9.67 | 8.55 |     ~|     ~|K              |   4|   0
258 |HIP 97115                          |*  |19 44 13.2390010106 +54 00 39.480667368|     ~|10.82 | 9.79 |     ~|     ~|K              |   3|   0
259 |HD 239251                          |*  |19 54 00.7903042820 +57 02 51.442262994|     ~|11.39 | 9.91 |     ~|     ~|K              |   3|   0
260 |TYC 3943-1721-1                    |*  |19 55 47.7524331090 +56 52 53.822375516|     ~|11.38 | 9.91 |     ~|     ~|K              |   0|   0
261 |TYC 3944-1528-1                    |*  |20 02 48.4036029014 +56 15 53.331513925|     ~|11.70 |10.60 |     ~|     ~|K              |   3|   0
262 |2MASS J20061139+5617063            |RG*|20 06 11.3803957129 +56 17 06.299600487|     ~|11.41 |10.54 |     ~|     ~|K              |   3|   0
263 |HD 239333                          |RG*|20 08 06.1885907894 +56 37 16.537371850|     ~|11.78 |10.39 |     ~|     ~|K              |   4|   0
264 |BD+55 2275B                        |*  |19 52 52.3851932403 +56 06 20.817581313|     ~|11.59 | 9.98 |     ~|     ~|K              |   0|   0
265 |BD+55 2283                         |*  |19 56 21.7878389113 +55 57 25.723133114|     ~|11.65 |10.51 |     ~|     ~|K              |   0|   0
266 |HD 239232                          |*  |19 50 08.3599684248 +55 57 13.536749078|     ~|11.17 | 9.54 |     ~|     ~|K              |   1|   0
267 |BD+61 2065                         |*  |20 51 20.2202148313 +62 21 30.546301681|     ~|11.19 | 9.40 |     ~|     ~|K              |   0|   0
268 |BD+61 2045                         |*  |20 41 57.3355062739 +62 07 56.759866639|     ~|11.56 | 9.65 |     ~|     ~|K              |   0|   0
269 |BD+61 2049                         |*  |20 45 06.6841372896 +61 56 21.046779135|     ~|10.51 | 9.43 |     ~|     ~|K              |   0|   0
270 |BD+66 1346                         |*  |20 59 43.2050591919 +66 43 19.341785162|     ~|12.20 |10.20 |     ~|     ~|K              |   0|   0
271 |BD+64 1499                         |*  |21 05 03.5045887885 +65 30 21.466204669|     ~|11.39 |10.68 |     ~|     ~|K              |   0|   0
272 |BD+63 1682                         |*  |20 57 52.8798350396 +64 01 59.310948289|     ~|11.57 |10.16 |     ~|     ~|K              |   0|   0
273 |BD+63 1695                         |*  |21 06 06.4434024440 +64 08 19.033258994|     ~|11.88 | 9.87 |     ~|     ~|K              |   0|   0
274 |HIP 104096                         |*  |21 05 23.2917572328 +64 11 34.513421799|     ~|11.52 |10.39 |     ~|     ~|K              |   5|   0
275 |HD 198738                          |*  |20 48 58.2281497523 +64 25 42.203057001|     ~| 9.78 | 8.65 |     ~|     ~|K              |   1|   0
276 |HD 202461                          |*  |21 12 26.3064203864 +67 27 37.658599695|     ~| 9.60 | 8.44 |     ~|     ~|K              |   6|   0
277 |BD+66 1399                         |*  |21 23 46.6355727600 +66 56 56.464257358|     ~|10.89 | 9.49 |     ~|     ~|K              |   0|   0
278 |BD+65 1606                         |Ro*|21 34 33.5120667005 +66 36 59.572223619|     ~|11.23 |10.31 |     ~|     ~|K              |   4|   0
279 |BD+64 1525                         |*  |21 17 38.9162377624 +65 29 04.836958366|     ~|11.36 |10.35 |     ~|     ~|K              |   0|   0
280 |[FS2003] 1123                      |*  |21 19 26.198 +65 28 34.00              |     ~|     ~|     ~|     ~|     ~|K              |   1|   0
281 |BD+68 1235                         |*  |21 38 41.1268378352 +68 40 17.420778131|     ~|11.04 | 9.19 |     ~|     ~|K              |   0|   0
282 |HD 208535                          |*  |21 54 06.3332155859 +67 57 44.222243486|     ~| 9.16 | 8.08 |     ~|     ~|K              |   1|   0
283 |BD+67 1401                         |*  |22 06 50.5556560824 +68 29 18.598826865|     ~|11.69 |10.42 |     ~|     ~|K              |   0|   0
284 |[FS2003] 1162                      |*  |22 25 41.53 +69 05 22.9                |     ~|     ~|     ~|     ~|     ~|K              |   2|   0
285 |BD+69 1270                         |*  |22 35 50.0173107251 +70 04 37.869958330|     ~|10.56 | 9.13 |     ~|     ~|K              |   0|   0
286 |HIP 117271                         |*  |23 46 46.7954254819 +72 53 38.541397634|     ~|12.48 |11.05 |     ~|     ~|K              |   1|   0
287 |BD+61 521                          |*  |03 07 49.1553299605 +62 32 09.156640833|     ~|10.52 | 9.38 |     ~|     ~|K              |   1|   0
288 |HD 20712                           |*  |03 23 25.4566009968 +62 22 38.925921764|     ~|10.07 | 8.81 |     ~|     ~|K              |   2|   0
289 |HD 21259                           |*  |03 28 57.0010231243 +61 34 56.282571937|     ~|10.45 | 8.77 |     ~|     ~|K              |   3|   0
290 |HD 21696                           |*  |03 33 17.5845829433 +60 55 11.923175788|     ~|10.00 | 8.82 |     ~|     ~|K              |   1|   0
291 |BD+48 1105                         |*  |04 33 04.1511933319 +49 02 57.447447649|     ~|11.80 | 9.66 |     ~|     ~|K              |   0|   0
292 |HD 178990                          |*  |19 08 38.8387422124 +46 16 33.950736373|     ~|10.26 | 8.65 |     ~|     ~|K              |   2|   0
293 |HD 177223                          |Er*|19 01 41.4703119864 +45 36 16.565988181|     ~| 9.91 | 8.58 |     ~|     ~|K              |   4|   0
294 |HD 179096                          |*  |19 08 53.5148056131 +48 14 27.465279793|     ~| 9.52 | 8.19 |     ~|     ~|K              |   1|   0
295 |HD 181205                          |*  |19 17 16.7707808236 +48 24 19.133990705|     ~| 9.94 | 8.86 |     ~|     ~|K              |   1|   0
296 |HD 181095                          |*  |19 16 50.2613453101 +47 39 50.237560261|     ~| 9.77 | 8.60 |     ~|     ~|K              |   1|   0
297 |HD 179781                          |*  |19 11 43.8532806559 +46 39 18.539468360|     ~|10.26 | 9.40 |     ~|     ~|K              |   3|   0
298 |HD 239190                          |*  |19 43 37.2442013937 +55 33 24.202509201|     ~|10.47 | 9.42 |     ~|     ~|K              |   3|   0
299 |BD+58 1970A                        |*  |19 44 22.2324739897 +58 39 07.658046253|     ~|11.59 |10.40 |     ~|     ~|K              |   0|   0
300 |BD+57 2068                         |*  |19 47 56.6236787404 +57 44 49.225608154|     ~|11.92 |10.80 |     ~|     ~|K              |   0|   0
301 |BD+57 2082                         |*  |19 53 03.6124149916 +57 32 02.243196353|     ~|11.00 | 9.59 |     ~|     ~|K              |   0|   0
302 |HD 239204                          |*  |19 44 59.7606986304 +59 47 22.446032407|     ~|11.22 |10.13 |     ~|     ~|K              |   1|   0
303 |BD+58 1989B                        |*  |19 49 00.9166276605 +59 16 29.470636907|     ~|11.56 |11.08 |     ~|     ~|K              |   1|   0
304 |HD 239229                          |*  |19 48 57.6984471077 +59 16 12.537864853|     ~|11.15 |10.15 |     ~|     ~|K              |   2|   0
305 |BD+60 2081                         |*  |20 04 54.1687462966 +61 16 56.557277814|     ~|11.53 |10.15 |     ~|     ~|K              |   0|   0
306 |HD 200040                          |PM*|20 57 20.1497125609 +66 45 07.229913613|     ~| 9.23 | 8.36 |     ~|     ~|K              |   3|   0
307 |BD+65 1487                         |*  |20 39 02.0564380013 +66 18 13.258251141|     ~|10.59 | 9.54 |     ~|     ~|K              |   1|   0
308 |HD 203318                          |*  |21 17 54.8401341817 +68 33 56.074305661|     ~| 9.48 | 8.44 |     ~|     ~|K              |   4|   0
