C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.21CET20:36:27

sptypes = 'G'
-------------

Number of objects : 3851

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------|----|----
3070|HD 274728                          |*  |05 21 45.1354801485 -47 42 37.674148938|     ~|11.058|10.658|     ~|     ~|G              |   3|   0
3071|HD 273824                          |*  |05 11 28.1989752737 -48 09 20.884143217|     ~|12.523|11.578|11.20 |10.59 |G              |   5|   0
3072|HD 273825                          |*  |05 11 23.0950238046 -48 14 32.891742979|     ~|11.5  |     ~|     ~|     ~|G              |   1|   0
3073|HD 273873                          |*  |05 12 59.2903262031 -47 36 14.156337291|     ~|11.5  |     ~|     ~|     ~|G              |   1|   0
3074|HD 273889                          |*  |05 14 00.5751813471 -48 31 05.738427972|     ~|12.41 |11.68 |     ~|     ~|G              |   1|   0
3075|HD 273897                          |*  |05 14 30.4244714981 -48 54 13.109272869|     ~|11.9  |     ~|     ~|     ~|G              |   1|   0
3076|HD 273907                          |*  |05 14 36.7431205424 -49 14 32.060001173|     ~|12.578|11.511|     ~|     ~|G              |   2|   0
3077|HD 273914                          |*  |05 12 38.8189931617 -49 24 22.699117193|     ~|12.24 |11.73 |     ~|     ~|G              |   2|   0
3078|HD 273916                          |*  |05 13 07.4528949968 -49 27 30.993782023|     ~|12.65 |12.00 |     ~|     ~|G              |   2|   0
3079|HD 273931                          |*  |05 14 18.8505091023 -49 53 37.071126693|     ~|12.442|11.290|     ~|     ~|G              |   2|   0
3080|HD 273943                          |*  |05 16 39.9351705286 -47 24 16.576957525|     ~|12.0  |     ~|     ~|     ~|G              |   1|   0
3081|HD 273948                          |*  |05 18 30.6630671517 -47 59 36.596544311|     ~|12.36 |11.61 |     ~|     ~|G              |   1|   0
3082|HD 274725                          |*  |05 20 28.2056112475 -47 26 27.504163436|     ~|11.97 |11.44 |     ~|     ~|G              |   1|   0
3083|HD 273554                          |*  |05 10 43.8012792297 -47 18 03.250325976|     ~|12.8  |     ~|     ~|     ~|G              |   1|   0
3084|HD 273746                          |*  |05 01 32.3490978571 -49 40 14.752930434|     ~|12.207|11.471|     ~|     ~|G              |   2|   0
3085|HD 272848                          |*  |04 53 23.5120387152 -49 18 31.067115539|     ~|12.478|11.792|10.76 |11.028|G              |   8|   0
3086|HD 272898                          |*  |04 57 07.0658158035 -48 40 20.418784870|     ~|13.09 |12.72 |     ~|     ~|G              |   1|   0
3087|HD 272961                          |*  |05 00 13.2524634407 -48 52 14.256143771|     ~|12.57 |12.08 |     ~|     ~|G              |   1|   0
3088|HD 272712                          |*  |05 00 01.2769875781 -46 58 08.697220199|     ~|12.482|11.791|     ~|     ~|G              |   3|   0
3089|HD 272925                          |*  |04 59 06.0672661045 -47 15 49.873054738|     ~|12.52 |12.09 |     ~|     ~|G              |   2|   0
3090|HD 272934                          |*  |05 01 07.817 -47 44 38.05              |     ~|12.587|11.891|     ~|     ~|G              |   2|   0
3091|HD 273469                          |*  |05 08 36.6367460383 -47 12 47.607872344|     ~|12.682|12.004|     ~|     ~|G              |   3|   0
3092|HD 273717                          |*  |05 03 10.6962580765 -48 04 38.272778837|     ~|12.6  |     ~|     ~|     ~|G              |   1|   0
3093|HD 273724                          |*  |05 03 21.3017468895 -48 46 35.841643616|     ~|12.72 |12.52 |     ~|     ~|G              |   1|   0
3094|HD 273765                          |*  |05 06 57.8536233505 -48 07 02.247103866|     ~|11.5  |     ~|     ~|     ~|G              |   1|   0
3095|HD 272833                          |*  |04 54 07.6370620531 -48 39 40.812114017|     ~|13.07 |12.03 |     ~|     ~|G              |   2|   0
3096|HD 272643                          |*  |04 58 05.9771120911 -46 52 17.559736543|     ~|11.8  |     ~|     ~|     ~|G              |   1|   0
3097|HD 272880                          |*  |04 56 40.9133754660 -47 29 56.495830286|     ~|12.45 |12.23 |     ~|     ~|G              |   2|   0
3098|HD 272739                          |*  |04 46 05.3207855491 -49 04 53.689871954|     ~|12.36 |11.99 |     ~|     ~|G              |   1|   0
3099|HD 272827                          |*  |04 51 20.2689078499 -48 29 39.000001634|     ~|12.806|12.327|     ~|11.709|G              |   5|   0
3100|Shanks QSF1X:013                   |*  |03 40 58.5 -44 58 58                   |     ~|13.00 |     ~|     ~|     ~|G              |   1|   0
3101|[BGB98] J034152.2-435326           |*  |03 41 52.0 -43 53 22                   |     ~|12.0  |     ~|     ~|     ~|G              |   2|   0
3102|CD-40 779                          |*  |02 59 37.0677872048 -39 53 59.445561893|     ~|11.60 |10.979|10.83 |10.52 |G              |   5|   0
3103|CD-50 2879                         |*  |07 37 10.7311717260 -50 16 50.843468430|     ~|11.183|10.458|     ~|     ~|Gwl            |   5|   0
3104|CD-51 2403                         |*  |07 16 15.9366184018 -51 35 24.876493853|     ~|11.112| 9.92 |     ~|     ~|Gwl            |  10|   0
3105|CD-50 2547                         |*  |07 03 48.9825562282 -50 39 25.688147139|     ~|10.52 | 9.99 |     ~|     ~|G              |   0|   0
3106|CCDM J06342-5219AB                 |** |06 34 14.083 -52 19 05.51              |     ~|10.563|10.072|     ~|     ~|G              |   2|   0
3107|[FS2003] 0244                      |*  |05 09 27.01 -51 14 03.5                |     ~|     ~|     ~|     ~|     ~|G              |   2|   0
3108|HD 273799                          |*  |05 07 41.5477763784 -49 56 10.614470718|     ~|13.08 |12.12 |     ~|     ~|G              |   1|   0
3109|HD 273802                          |PM*|05 07 01.7288103847 -50 01 02.720359986|     ~|12.173|11.625|     ~|     ~|G              |   3|   0
3110|HD 273867                          |*  |05 10 59.9306501502 -49 59 06.925091219|     ~|13.12 |12.79 |     ~|     ~|G              |   1|   0
3111|HD 273937                          |*  |05 14 56.4778049539 -50 04 47.251032136|     ~|13.33 |11.64 |     ~|     ~|G              |   1|   0
3112|HD 273747                          |*  |05 01 34.8135919213 -49 55 38.611738177|     ~|12.54 |11.53 |     ~|     ~|G              |   2|   0
3113|HD 273750                          |*  |05 04 44.8082081570 -50 10 34.520503218|     ~|12.14 |11.77 |     ~|     ~|G              |   1|   0
3114|HD 272794                          |*  |04 49 59.1266794957 -49 42 47.861061429|     ~|13.31 |11.37 |     ~|     ~|G              |   1|   0
3115|CD-51 1247                         |*  |04 45 04.3470567906 -51 30 43.940165407|     ~|10.774|10.286|     ~|     ~|G              |   1|   0
3116|HD 272786                          |*  |04 46 24.1366057336 -49 19 27.302315440|     ~|12.357|11.731|     ~|     ~|G              |   3|   0
3117|CD-47 1127                         |*  |03 40 57.9295023344 -47 02 00.294125984|     ~|10.946|10.521|     ~|     ~|G              |   1|   0
3118|CD-47 1086                         |PM*|03 33 54.2623696237 -46 51 32.924357881|     ~|11.19 |10.56 |     ~|     ~|G              |   1|   0
3119|CD-44 1065                         |*  |03 18 45.4697765527 -44 18 31.171665466|     ~|10.875|10.482|10.09 | 9.938|G              |   8|   0
3120|CD-42 971                          |PM*|02 57 50.7445112604 -41 57 47.621976685|     ~|11.59 |11.14 |11.03 |     ~|G              |   3|   0
3121|CD-40 726                          |*  |02 48 22.1267369160 -40 16 52.478093950|     ~|11.28 |10.83 |     ~|     ~|G              |   1|   0
3122|CCDM J04434-5406AB                 |** |04 43 23.3451 -54 05 58.404            |     ~|10.714|10.171|     ~|     ~|G              |   1|   0
3123|HD 84903                           |Pe*|09 47 19.2014975287 -41 27 04.199082703|     ~| 9.10 | 8.04 |     ~|     ~|GwA/F(V)       |  75|   0
3124|HD 296858                          |*  |09 22 41.0158981564 -46 11 51.327449297|     ~|10.65 |10.10 |     ~|     ~|G              |   2|   0
3125|HD 296846                          |*  |09 14 33.8806622821 -47 16 29.916396055|     ~|11.06 |10.36 |     ~|     ~|G              |   1|   0
3126|HD 79170B                          |PM*|09 10 49.4985498590 -45 18 29.506006543|     ~|11.42 |10.27 |10.19 |     ~|G              |  12|   0
3127|CD-48 4252                         |*  |08 56 13.2330666911 -48 39 21.898255242|     ~|11.07 |10.66 |     ~|     ~|G              |   1|   0
3128|CD-48 4397                         |*  |09 04 46.0021926566 -49 02 28.876178984|     ~|11.11 |10.63 |     ~|     ~|G              |   1|   0
3129|HD 78432                           |*  |09 06 26.7629813790 -48 42 23.736194830|     ~|11.16 |10.21 |     ~|     ~|G              |   4|   0
3130|TYC 8162-330-1                     |Ro*|08 28 32.3091551896 -51 38 32.391868720|     ~|11.27 |10.726|     ~| 9.831|G              |   4|   0
3131|HD 70819                           |*  |08 21 43.5467242524 -52 11 20.546539970|     ~|10.96 |10.50 |     ~|     ~|G              |   3|   0
3132|HD 59220                           |*  |07 25 55.5519724059 -54 26 08.472543751|     ~|10.86 |10.45 |     ~|     ~|G              |   3|   0
3133|CD-51 862                          |*  |03 37 38.5465400074 -51 09 25.877037373|     ~|11.31 |10.82 |     ~|     ~|G              |   1|   0
3134|CD-51 795                          |*  |03 25 18.5593723280 -51 05 45.432284926|     ~|11.19 |10.57 |     ~|     ~|G              |   0|   0
3135|CD-51 796                          |*  |03 25 25.7544104257 -51 03 57.957883821|     ~|11.049|10.520|10.32 |     ~|G              |   6|   0
3136|CD-41 5563                         |*  |10 03 47.9900809095 -41 51 51.596646632|     ~|11.98 |11.32 |     ~|     ~|Gwl            |   3|   0
3137|HD 297406                          |*  |09 19 08.3289 -48 37 45.271            |     ~|10.51 | 9.77 |     ~|     ~|G              |   2|   0
3138|HD 297403                          |*  |09 21 01.9226255892 -48 10 30.443359023|     ~|11.17 |10.25 |     ~|     ~|G              |   2|   0
3139|HD 297404                          |*  |09 20 48.8827510480 -48 08 27.990497006|     ~|11.30 |10.84 |     ~|     ~|G              |   2|   0
3140|HD 297392                          |PM*|09 10 32.7814316591 -49 46 04.186091655|     ~|11.46 |10.70 |     ~|     ~|G              |   8|   0
3141|HD 298284                          |*  |09 13 02.2418529270 -50 17 30.918797412|     ~|11.18 |10.64 |     ~|     ~|G              |   1|   0
3142|HD 297410                          |*  |09 19 35.8289 -49 17 41.207            |     ~|11.38 |10.82 |     ~|     ~|G              |   2|   0
3143|HD 298253                          |PM*|09 04 00.3978666884 -50 44 20.433239061|     ~|11.09 |10.50 |     ~|     ~|G              |   1|   0
3144|CD-57 1959                         |*  |08 01 58.9749375013 -57 52 03.152870344|     ~|11.507|10.19 |     ~|     ~|Gwl            |   5|   0
3145|HD 29438                           |*  |04 34 42.6001382315 -58 35 49.034717602|     ~|10.41 | 9.97 |     ~|     ~|G              |   3|   0
3146|CD-41 5667                         |*  |10 11 33.2486526589 -42 13 22.600123962|     ~|11.73 |10.96 |     ~|     ~|Gwl            |   3|   0
3147|CD-45 5710                         |PM*|10 03 32.5973524057 -45 38 11.531451756|     ~|10.46 | 9.87 |     ~|     ~|G              |   1|   0
3148|HD 297050                          |*  |09 53 39.5627851343 -46 24 44.646405930|     ~|10.66 |10.09 |     ~|     ~|G              |   1|   0
3149|HD 297536                          |*  |09 40 49.9535845304 -49 13 17.223414162|     ~|10.86 |10.42 |     ~|     ~|G              |   4|   0
3150|HD 297548                          |*  |09 36 50.3496221850 -50 17 22.114811219|     ~|10.87 |10.11 |     ~|     ~|G              |   2|   0
3151|HD 297526                          |*  |09 35 32.8745631463 -50 56 38.404757315|     ~|11.07 |10.40 |     ~|     ~|G              |   1|   0
3152|HD 298313                          |PM*|09 15 19.9517191610 -51 32 35.899589985|     ~|11.31 |10.72 |     ~|     ~|G              |   0|   0
3153|CD-51 3671                         |*  |09 16 38.3884039084 -51 54 56.780185200|     ~|11.09 | 9.96 |     ~| 8.84 |G              |   2|   0
3154|CD-51 3671B                        |*  |09 16 38.6928 -51 54 58.712            |     ~|11.16 |10.60 |     ~|     ~|G              |   2|   0
3155|HD 299839                          |*  |09 06 39.2702587454 -53 42 13.828840170|     ~|11.10 |10.50 |     ~|     ~|G              |   2|   0
3156|HD 299828                          |*  |09 01 26.0958347863 -55 17 55.388120406|     ~|10.69 |10.07 |     ~|     ~|G              |   1|   0
3157|Cl* NGC 2516 DAC 513               |SB*|07 57 59.3201261078 -60 56 53.461786647|     ~|13.302|12.647|     ~|11.845|G              |  17|   0
3158|Cl* NGC 2516 JTH 826               |SB*|07 58 43.2598422616 -60 55 25.735190085|     ~|14.658|13.840|     ~|12.877|G              |  20|   0
3159|CD-44 6393                         |PM*|10 19 39.7125407216 -44 44 09.881042218|     ~|11.01 |10.25 |     ~|     ~|G              |   2|   0
3160|HD 298508                          |PM*|09 31 33.8640385422 -53 55 05.684989305|     ~|11.19 |10.59 |     ~|     ~|G              |   2|   0
3161|HD 300083                          |*  |09 26 43.2648469831 -55 56 08.824379043|     ~| 9.61 | 8.19 |     ~|     ~|G              |   7|   1
3162|V* V576 Car                        |V* |08 19 15.6815398332 -60 10 00.427323916|     ~|     ~|     ~|     ~|     ~|G+m            |  10|   0
3163|CPD-65 727                         |*  |07 15 47.4126916684 -66 11 25.900276937|     ~|11.10 |10.59 |     ~|     ~|G              |   4|   0
3164|HD 271523                          |*  |05 44 34.3358131092 -64 52 25.290499652|     ~|12.40 |12.0  |12.09 |11.54 |G              |   2|   0
3165|HD 269601                          |*  |05 28 00.0 -67 12 00                   |     ~|11.8  |     ~|     ~|     ~|G              |   2|   0
3166|HD 269603                          |*  |05 28 00.0 -66 18 00                   |     ~|10.4  |     ~|     ~|     ~|G              |   2|   0
3167|HD 271116                          |*  |05 15 33.0 -66 07 48                   |     ~|12.7  |     ~|     ~|     ~|G              |   2|   0
3168|HD 271001                          |*  |05 06 16.3 -64 55 09                   |     ~|10.5  |     ~|     ~|     ~|G              |   3|   0
3169|PV 2651                            |*  |04 47 46.0 -65 53 00                   |     ~|     ~|     ~|     ~|     ~|G              |   1|   0
3170|PV 2672                            |*  |04 49 10.0 -65 54 54                   |     ~|     ~|     ~|     ~|     ~|G              |   1|   0
3171|PV 2673                            |*  |04 49 10.0 -66 03 12                   |     ~|     ~|     ~|     ~|     ~|G              |   1|   0
3172|TYC 8884-191-1                     |*  |04 50 35.5679390679 -65 23 31.716113468|     ~|13.05 |12.48 |     ~|     ~|G              |   1|   0
3173|PV 2713                            |*  |04 51 16.0 -66 12 54                   |     ~|     ~|     ~|     ~|     ~|G              |   1|   0
3174|TYC 8889-692-1                     |*  |04 53 18.5524033767 -65 55 07.500773463|     ~|13.01 |11.99 |     ~|     ~|G              |   1|   0
3175|PV 2755                            |*  |04 53 39.0 -65 47 36                   |     ~|     ~|     ~|     ~|     ~|G              |   1|   0
3176|HD 270959                          |*  |05 02 17.0822952952 -65 01 17.590838658|     ~|10.98 |10.49 |     ~|     ~|G              |   1|   0
3177|PV 2617                            |*  |04 45 39.0 -65 27 12                   |     ~|     ~|     ~|     ~|     ~|G              |   1|   0
3178|TYC 8885-1019-1                    |*  |04 51 40.3576054237 -65 03 55.919934774|     ~|12.92 |11.78 |     ~|     ~|G              |   1|   0
3179|MACHO 54.2277.12                   |*  |04 54 03.3101500688 -66 19 35.789385664|     ~|     ~|12.26 |10.94 |     ~|G              |   2|   0
3180|PV 2509                            |*  |04 37 55.0 -65 13 24                   |     ~|     ~|     ~|     ~|     ~|G              |   1|   0
3181|TYC 8884-894-1                     |*  |04 39 28.1213804638 -65 32 31.560789592|     ~|12.04 |11.34 |     ~|     ~|G              |   1|   0
3182|TYC 8888-936-1                     |PM*|04 40 56.0783899921 -66 01 44.132174130|     ~|13.33 |11.95 |     ~|     ~|G              |   1|   0
3183|TYC 8888-1022-1                    |*  |04 38 19.0440262411 -66 04 43.255690552|     ~|12.69 |11.61 |     ~|     ~|G              |   1|   0
3184|TYC 8498-136-1                     |*  |03 05 14.8609984740 -59 59 48.949955598|     ~|11.679|11.215|     ~|     ~|G              |   2|   0
3185|CD-45 5972                         |*  |10 20 16.8785984400 -46 26 41.918675725|     ~|12.27 |11.67 |     ~|     ~|Gwl            |   3|   0
3186|HD 297307                          |*  |10 26 50.4645856985 -47 06 43.694905180|     ~|11.15 |10.60 |     ~|     ~|G              |   2|   0
3187|HD 297245                          |*  |10 16 35.3151449798 -47 41 32.100624294|     ~|11.322|10.576|     ~|     ~|G              |   2|   0
3188|HD 297834                          |*  |10 12 04.8871631389 -49 00 07.236673780|     ~|11.43 |10.87 |     ~|     ~|G              |   1|   0
3189|HD 297260                          |*  |10 13 22.3790 -48 42 30.587            |     ~|11.27 |10.70 |     ~|     ~|G              |   1|   0
3190|HD 297933                          |*  |10 18 35.4539742491 -49 19 11.577774023|     ~|11.236|10.186|     ~|     ~|G              |   2|   0
3191|HD 297927                          |*  |10 20 04.9579477639 -49 05 36.966184781|     ~|11.51 |10.96 |     ~|     ~|G              |   1|   0
3192|HD 297759                          |*  |10 06 35.4607577520 -48 58 56.657498156|     ~|11.38 |10.98 |     ~|     ~|G              |   1|   0
3193|HD 297854                          |*  |10 12 55.9816543478 -50 34 04.128434504|     ~|11.34 |10.77 |     ~|     ~|G              |   2|   0
3194|HD 297859                          |*  |10 10 54.0287264108 -50 56 38.950544917|     ~|11.04 |10.58 |     ~|     ~|G              |   2|   0
3195|HD 297864                          |*  |10 13 14.5867190538 -51 05 47.503650040|     ~|11.61 |11.44 |     ~|     ~|G              |   2|   0
3196|HD 297909                          |*  |10 15 09.0386172188 -50 40 29.649118997|     ~|11.16 |10.30 |     ~|     ~|G              |   2|   0
3197|HD 298833                          |** |10 02 52.701 -53 07 19.29              |     ~|11.59 |11.13 |     ~|     ~|G              |   3|   0
3198|HD 300120                          |*  |09 36 40.7423226470 -55 13 23.422996431|     ~|11.00 |10.43 |     ~|     ~|G              |   2|   0
3199|HD 300250                          |*  |09 40 29.3108522726 -56 28 10.018372788|     ~|10.75 |10.24 |     ~|     ~|G              |   2|   0
3200|HD 300124                          |*  |09 33 35.3974741227 -55 21 36.713656013|     ~|10.64 | 9.78 |     ~|     ~|G              |   2|   0
3201|HD 300090                          |*  |09 29 04.6932923565 -56 35 51.468999067|     ~|11.58 |10.84 |     ~|     ~|G              |   2|   0
3202|HD 269642                          |*  |05 30 00.0 -69 48 00                   |     ~|11.6  |     ~|     ~|     ~|G              |   2|   0
3203|HD 270057                          |*  |05 44 00.0 -69 12 00                   |     ~|13.6  |     ~|     ~|     ~|G              |   2|   0
3204|UCAC2 1803482                      |*  |05 38 55.8513599357 -69 28 40.912789632|     ~|14.23 |13.6  |     ~|     ~|G              |   1|   0
3205|UCAC2 1803540                      |*  |05 39 18.6360840164 -69 27 27.007307967|     ~|14.15 |13.7  |     ~|     ~|G              |   1|   0
3206|HD 269989                          |*  |05 40 35.9659954275 -68 03 52.879063051|     ~|12.44 |12.57 |11.28 |     ~|G              |   7|   0
3207|HD 270334                          |*  |05 56 18.0 -69 32 24                   |     ~|12.907|12.456|     ~|     ~|G              |   4|   0
3208|[P93] 459                          |*  |05 38 35.3090160807 -69 03 54.184323421|     ~|16.329|15.612|     ~|     ~|GV             |   1|   0
3209|[P93] 529                          |*  |05 38 36.7843169358 -69 09 04.267663598|     ~|18.771|17.583|     ~|     ~|GV             |   1|   0
3210|[P93] 1007                         |*  |05 38 43.2 -69 08 35                   |     ~|15.905|15.285|     ~|     ~|GV             |   1|   0
3211|HD 269782                          |*  |05 34 38.0648954374 -68 13 51.763335763|     ~|11.01 |10.48 |     ~|     ~|Gn             |   7|   0
3212|RM 1-682                           |*  |05 36 12.3820366228 -69 12 17.474737657|     ~|16.27 |14.32 |13.27 |     ~|G              |   7|   0
3213|2MASS J05342592-6943384            |PM*|05 34 25.9212549785 -69 43 38.418116460|     ~|13.97 |13.20 |     ~|     ~|G              |   1|   0
3214|HD 269014                          |*  |05 05 00.0 -69 12 00                   |     ~|11.5  |     ~|     ~|     ~|G              |   2|   0
3215|HD 269105                          |*  |05 09 30.0 -69 07 42                   |     ~| 8.7  |     ~|     ~|     ~|G              |   3|   0
3216|HD 269579                          |*  |05 28 00.0 -70 00 00                   |     ~|10.4  |     ~|     ~|     ~|G              |   2|   0
3217|HD 269272                          |*  |05 16 19.7021 -68 35 57.878            |     ~|12.64 |11.89 |     ~|     ~|G              |   4|   0
3218|HD 268931                          |*  |05 03 44.0 -67 17 48                   |     ~|12.2  |     ~|     ~|     ~|G              |   3|   0
3219|HD 268637                          |*  |04 49 12.0 -69 06 48                   |     ~|12.0  |     ~|     ~|     ~|G              |   2|   0
3220|HD 268792                          |*  |04 56 00.0 -68 48 00                   |     ~|12.2  |     ~|     ~|     ~|G              |   2|   0
3221|HD 268802                          |*  |04 56 00.0 -68 54 00                   |     ~|12.6  |     ~|     ~|     ~|G              |   2|   0
3222|HD 268913                          |*  |05 02 21.0 -67 59 36                   |     ~|11.6  |     ~|     ~|     ~|G              |   2|   0
3223|TYC 9154-572-1                     |*  |04 38 03.0932835385 -68 01 30.334768755|     ~|11.77 |11.37 |     ~|     ~|G              |   1|   0
3224|PV 241                             |*  |04 49 35.0 -68 18 12                   |     ~|13.059|12.130|     ~|     ~|G              |   2|   0
3225|TYC 8888-208-1                     |*  |04 38 25.3936118059 -67 07 41.059980074|     ~|12.12 |11.48 |     ~|     ~|G              |   1|   0
3226|PV 69                              |*  |04 41 11.0 -67 43 54                   |     ~|     ~|     ~|     ~|     ~|G              |   1|   0
3227|HD 268769                          |*  |04 56 00.2240976177 -68 24 32.824655954|     ~|12.23 |11.78 |     ~|     ~|G              |   4|   0
3228|PV 2534                            |*  |04 39 59.0 -66 31 24                   |     ~|     ~|     ~|     ~|     ~|G              |   1|   0
3229|TYC 8888-673-1                     |*  |04 40 05.7176990260 -66 18 17.606704260|     ~|11.90 |11.28 |     ~|     ~|G              |   1|   0
3230|CD-48 470                          |PM*|01 47 10.4752122218 -47 47 34.675487713|     ~|11.61 |11.08 |10.97 |     ~|G              |   1|   0
3231|HD 296825                          |*  |10 40 29.7746594219 -45 17 16.889101001|     ~|10.72 |10.22 |     ~|     ~|G              |   3|   0
3232|HD 296831                          |PM*|10 42 38.8962484453 -46 06 59.329073074|     ~|10.94 |10.04 |     ~|     ~|G              |   4|   0
3233|HD 296795                          |*  |10 34 16.4059760738 -45 40 29.873100921|     ~|11.24 |10.90 |     ~|     ~|G              |   2|   0
3234|HD 298105                          |*  |10 29 47.0004930736 -49 17 57.102439255|     ~|11.13 |10.64 |     ~|     ~|G              |   1|   0
3235|HD 297966                          |*  |10 18 03.5428033752 -50 42 07.569381164|     ~|11.43 |11.33 |     ~|     ~|G              |   2|   0
3236|HD 300369                          |*  |09 53 43.0194242761 -56 12 53.826969085|     ~|11.33 |10.82 |     ~|     ~|G              |   2|   0
3237|HD 300333                          |PM*|09 46 05.5271348236 -57 03 21.567144077|     ~|10.86 |10.35 |     ~|     ~|G              |   2|   0
3238|HD 300358                          |*  |09 53 52.4151724481 -55 43 11.095410019|     ~|10.95 |10.59 |     ~|     ~|G              |   2|   0
3239|HD 302345                          |PM*|09 43 13.5921618945 -58 35 47.457715442|     ~|10.85 |10.41 |     ~|     ~|G              |   2|   0
3240|HD 302441                          |*  |09 54 06.9223430299 -58 48 06.792732785|     ~|10.95 |10.06 |     ~|     ~|G              |   2|   0
3241|HD 309632                          |*  |09 18 04.3793017243 -63 58 08.831207534|     ~|11.06 |10.37 |     ~|     ~|G              |   2|   0
3242|HD 309628                          |PM*|09 16 14.1338101754 -62 49 41.519060284|     ~|10.59 |10.03 |     ~|     ~|G              |   4|   0
3243|HD 304672                          |*  |09 24 54.2489967704 -62 10 07.069879892|     ~|10.63 |10.05 |     ~|     ~|G              |   3|   0
3244|HD 309591                          |*  |09 04 20.4145630537 -64 08 19.043189513|     ~|11.30 |10.64 |10.44 |10.02 |G              |   0|   0
3245|HD 311169                          |PM*|09 04 53.6991279795 -65 20 54.218637142|     ~|10.92 |10.20 |     ~|     ~|G              |   9|   0
3246|HD 309594                          |*  |09 08 10.3436540839 -64 32 21.740856848|     ~|11.20 |10.53 |     ~|     ~|G              |   1|   0
3247|HD 311172                          |PM*|09 05 31.7487654044 -65 51 17.692037387|     ~|10.95 |10.46 |     ~|     ~|G              |   3|   0
3248|HD 311198                          |*  |08 44 23.6303842596 -68 01 47.156833749|     ~|10.54 | 9.92 |     ~|     ~|G              |   2|   0
3249|OM 100                             |HV*|08 55 06.0 -67 09 00                   |     ~|12.53 |11.66 |     ~|     ~|G              |   2|   0
3250|HD 268991                          |*  |05 01 00.0 -70 36 00                   |     ~|11.9  |     ~|     ~|     ~|G              |   2|   0
3251|HD 269450                          |*  |05 23 00.0 -70 12 00                   |     ~|12.0  |     ~|     ~|     ~|G              |   2|   0
3252|FAUST 826                          |*  |05 21 00.0 -72 30 00                   |     ~|11.8  |     ~|     ~|     ~|G              |   2|   0
3253|HD 269055                          |*  |05 03 56.1802115055 -71 36 18.360762711|     ~|12.82 |12.386|     ~|     ~|G              |   4|   0
3254|[BE74] 529                         |Em*|05 05 41.1052871517 -71 02 35.860132360|     ~|12.95 |12.45 |12.39 |     ~|G              |   5|   0
3255|HD 271254                          |*  |05 24 14.8232076504 -71 56 32.050845853|     ~|13.02 |12.433|12.21 |11.72 |G              |   3|   0
3256|FAUST 596                          |*  |04 47 46.0 -69 22 42                   |     ~|12.4  |     ~|     ~|     ~|G              |   2|   0
3257|HD 268706                          |*  |04 50 36.0 -69 59 12                   |     ~| 8.8  |     ~|     ~|     ~|G              |   3|   0
3258|[ZMF2004] C2                       |*  |03 18 22.36 -66 36 03.8                |     ~|     ~|24.1  |     ~|     ~|G              |   7|   2
3259|HD 6936                            |*  |01 09 15.8117226576 -44 26 17.803597690|     ~|10.647|10.154|     ~|     ~|G              |   4|   0
3260|CD-44 329                          |PM*|01 10 17.3345890378 -43 52 36.545330897|     ~|11.98 |11.27 |10.82 |     ~|G              |   5|   0
3261|CD-47 6207                         |*  |10 47 55.3671666549 -48 04 08.222579521|     ~|10.87 |10.45 |     ~|     ~|G              |   0|   0
3262|CD-45 6371                         |PM*|10 45 44.9165736999 -46 36 50.025620667|     ~|12.40 |11.68 |     ~|     ~|G              |   0|   0
3263|HD 298175                          |*  |10 39 48.7353600199 -49 57 54.212772204|     ~|11.28 |10.23 |     ~|     ~|G              |   1|   0
3264|HD 298179                          |*  |10 42 01.9120284601 -50 44 23.992783674|     ~|11.22 |10.65 |     ~|     ~|G              |   1|   0
3265|HD 299155                          |*  |10 32 38.7512212066 -53 04 52.632174813|     ~|11.29 |10.85 |     ~|     ~|G              |   1|   0
3266|HD 300658                          |*  |10 21 01.8504849171 -56 11 22.680820689|     ~|11.33 |11.20 |     ~|     ~|G              |   1|   0
3267|HD 302571                          |*  |10 08 26.5192481628 -59 24 04.778502462|     ~|10.66 |10.17 |     ~|     ~|G              |   1|   0
3268|HD 309740                          |PM*|09 42 01.6419936198 -64 25 58.942147472|     ~|11.09 |10.38 |     ~|     ~|G              |   1|   0
3269|HD 311336                          |*  |08 43 15.8591 -69 02 30.730            |     ~|11.12 |10.51 |     ~|     ~|G              |   1|   0
3270|HD 311392                          |PM*|08 37 44.1728586902 -70 57 08.368841570|     ~|10.88 |10.15 |     ~|     ~|G              |   2|   0
3271|HD 311389                          |*  |08 40 51.9391935120 -70 28 45.834858150|     ~|10.85 |10.25 |     ~|     ~|G              |   2|   0
3272|HD 311355                          |*  |08 23 45.9757721101 -71 58 39.214771211|     ~|10.63 |10.16 |     ~|     ~|G              |   1|   0
3273|OM 82                              |HV*|04 07 51.7843141227 -73 13 40.531853018|     ~|13.215|11.567|     ~|     ~|G              |   8|   0
3274|CD-45 6692                         |PM*|11 06 53.9991358606 -46 10 15.867632256|     ~|11.64 |11.20 |     ~|     ~|G              |  12|   0
3275|HD 299544                          |*  |10 59 39.1164867477 -52 04 49.821042921|     ~|11.50 |10.39 |     ~|     ~|G              |   1|   0
