C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.21CET20:36:27

sptypes = 'G'
-------------

Number of objects : 3851

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------|----|----
962 |HD 281769                          |*  |04 13 32.5004170265 +32 00 10.991572041|     ~|10    |     ~|     ~|     ~|G              |   1|   0
963 |HD 281767                          |*  |04 13 56.0463830838 +31 49 05.763850140|     ~|12.18 |11.19 |     ~|     ~|G              |   1|   0
964 |HD 281687                          |*  |04 09 59.6850159106 +29 29 25.255220391|     ~|10    |     ~|     ~|     ~|G              |   1|   0
965 |HD 283388                          |*  |04 08 40.4173469849 +27 25 13.233305303|     ~|11.86 |11.57 |     ~|     ~|G              |   1|   0
966 |HD 283529                          |*  |04 15 39.2519213173 +26 53 08.872628474|     ~|12.00 |11.69 |     ~|     ~|G              |   1|   0
967 |HD 283455                          |*  |04 12 04.9962510825 +27 29 29.304871953|     ~|11.87 |11.31 |     ~|     ~|G              |   1|   0
968 |HD 284172                          |*  |04 08 07.4959691163 +23 16 21.148996272|     ~|12.53 |12.20 |     ~|     ~|G              |   1|   0
969 |HD 284133                          |*  |04 07 38.7286015530 +22 42 18.833893748|     ~|11.98 |10.91 |     ~|     ~|G              |   1|   0
970 |HD 283555                          |*  |04 17 04.8972400765 +24 12 27.992204276|     ~|11.97 |11.42 |     ~|     ~|G              |   2|   0
971 |HD 284159                          |*  |04 11 05.6388916575 +23 44 43.228040959|     ~|12.07 |11.28 |     ~|     ~|G              |   2|   0
972 |HD 283559                          |*  |04 15 32.2485546141 +24 06 31.528850434|     ~|12.15 |10.95 |     ~|     ~|G              |   2|   0
973 |HD 284199                          |*  |04 10 08.6263017395 +21 32 24.214466955|     ~|11.94 |11.15 |     ~|     ~|G              |   1|   0
974 |HD 284257                          |*  |04 16 33.0953471657 +21 00 12.738799698|     ~|11.84 |11.08 |     ~|     ~|G              |   1|   0
975 |HD 284256                          |*  |04 16 29.4827314732 +21 07 20.462699317|     ~|12.07 |11.53 |     ~|     ~|G              |   1|   0
976 |HD 284311                          |PM*|04 17 13.6510138260 +22 39 55.860882885|     ~|11.8  |11.2  |     ~|     ~|G              |   3|   0
977 |HD 284275                          |*  |04 13 54.493 +20 17 03.82              |     ~|12.11 |11.58 |     ~|     ~|G              |   1|   0
978 |HD 284272                          |*  |04 15 43.4504019441 +20 20 14.248749865|     ~|12.16 |12.11 |     ~|     ~|G              |   1|   0
979 |Putney 1                           |*  |04 13 11.0 +19 01 06                   |     ~|     ~|     ~|     ~|     ~|G              |   1|   0
980 |HD 285502                          |*  |04 08 05.4692308045 +15 42 06.841112980|     ~|10    |     ~|     ~|     ~|G              |   1|   0
981 |HD 286581                          |*  |04 10 57.1267093762 +13 44 14.017621205|     ~|10    |     ~|     ~|     ~|G              |   2|   0
982 |HD 286584                          |*  |04 11 32.1749024143 +13 19 49.129453303|     ~|12.36 |12.09 |     ~|     ~|G              |   1|   0
983 |HD 286607                          |PM*|04 12 31.6581498909 +12 00 11.330094084|     ~|12.55 |11.59 |11.39 |     ~|G              |   6|   0
984 |[AUO2003] J041759.11+010051.9      |*  |04 17 59.11 +01 00 51.9                |     ~|     ~|     ~|     ~|     ~|G              |   1|   0
985 |BD-19 842                          |*  |04 10 49.3010811785 -19 25 19.698922079|     ~|11.03 |10.41 |     ~|     ~|G              |   0|   0
986 |HD 26818                           |*  |04 13 04.3819904886 -35 52 05.568345892|     ~|11.24 |10.36 |     ~|     ~|G              |   3|   0
987 |HD 26681                           |*  |04 11 50.9486713657 -35 54 03.658784024|     ~|10.97 |10.36 |     ~|     ~|G              |   6|   0
988 |HD 27439                           |** |04 18 17.3555 -37 55 05.356            |     ~|10.83 |10.17 |     ~|     ~|G              |   2|   0
989 |CD-40 1318                         |PM*|04 17 54.1731392325 -40 01 55.630345578|     ~|11.67 |10.82 |10.3  |     ~|G              |   7|   0
990 |HD 276210                          |*  |04 20 00.0471820187 +39 48 29.742466405|     ~|11.99 |11.25 |     ~|     ~|G              |   1|   0
991 |HD 276444                          |*  |04 28 45.0734118063 +40 46 38.805622632|     ~|11.84 |11.30 |     ~|     ~|G              |   1|   0
992 |HD 276375                          |*  |04 25 06.8069585843 +39 30 47.925528461|     ~|12.15 |11.32 |     ~|     ~|G              |   2|   0
993 |HD 279799                          |*  |04 24 11.7987220906 +38 01 52.630600873|     ~|12.21 |11.62 |     ~|     ~|G              |   1|   0
994 |HD 279872                          |EB*|04 26 40.2256870451 +37 00 48.240785055|     ~|10    |11.551|     ~|     ~|G              |   3|   0
995 |HD 279876                          |Y*?|04 29 00.2271014348 +36 48 05.252713729|     ~|12.39 |11.45 |11.34 |     ~|G              |   2|   0
996 |HD 279879                          |PM*|04 26 38.3756346801 +36 36 55.737309293|     ~|13.03 |12.04 |     ~|     ~|G              |   1|   0
997 |HD 279901                          |*  |04 27 56.1279077503 +35 15 35.106594504|     ~|12.37 |12.02 |     ~|     ~|G              |   1|   0
998 |HD 281942                          |*  |04 21 03.1552447325 +33 39 58.294768732|     ~|12.33 |11.12 |     ~|     ~|G              |   1|   0
999 |HD 282061                          |*  |04 28 32.2684230151 +34 04 21.681749565|     ~|11.68 |11.07 |     ~|     ~|G              |   1|   0
1000|HD 281947                          |*  |04 22 29.79 +33 35 00.9                |     ~|10    |     ~|     ~|     ~|G              |   1|   0
1001|HD 281950                          |*  |04 24 05.9135286447 +33 27 48.309380636|     ~|12.36 |11.45 |     ~|     ~|G              |   1|   0
1002|HD 282079                          |*  |04 29 11.8770648795 +33 18 03.473639401|     ~|12.00 |11.34 |     ~|     ~|G              |   1|   0
1003|HD 282124                          |*  |04 25 09.9469816602 +32 11 10.567466892|     ~|12.06 |11.98 |     ~|     ~|G              |   1|   0
1004|HD 281960                          |PM*|04 22 40.7087959175 +33 11 19.400255129|     ~|12.42 |11.12 |10.67 |     ~|G              |   0|   0
1005|HD 281996                          |*  |04 24 05.4052293657 +32 06 04.259369778|     ~|12.02 |11.50 |     ~|     ~|G              |   2|   0
1006|HD 281908                          |PM*|04 20 32.6527401183 +30 12 12.524692827|     ~|11.89 |11.12 |10.93 |     ~|G              |   2|   0
1007|HD 282025                          |*  |04 23 47.2501967107 +30 38 48.145968213|     ~|12.18 |11.54 |     ~|     ~|G              |   2|   0
1008|HD 282013                          |*  |04 24 37.1350105388 +31 04 51.460961214|     ~|12.49 |11.86 |     ~|     ~|G              |   2|   0
1009|HD 282157                          |** |04 25 25.7868 +30 51 11.717            |     ~|12.33 |11.34 |11.10 |     ~|G              |   1|   0
1010|HD 282163                          |*  |04 25 49.4506607995 +30 10 34.758358337|     ~|13.09 |11.84 |     ~|     ~|G              |   1|   0
1011|HD 282178                          |*  |04 29 41.7794170534 +29 42 04.073352060|     ~|12.86 |11.36 |     ~|     ~|G              |   1|   0
1012|HD 283622                          |*  |04 25 15.9746831118 +29 00 15.816303068|     ~|12.30 |11.18 |     ~|     ~|G              |   2|   0
1013|HD 282181                          |*  |04 26 47.7243404064 +29 18 16.263940005|     ~|12.01 |11.59 |     ~|     ~|G              |   2|   0
1014|HD 284293                          |*  |04 20 53.9162487528 +23 40 07.525122592|     ~|12.21 |11.39 |     ~|     ~|G              |   1|   0
1015|HD 284286                          |*  |04 20 00.8626741418 +23 52 32.040948332|     ~|11.75 |10.82 |     ~|     ~|G              |   2|   0
1016|HD 283649                          |*  |04 24 02.5232295508 +26 00 30.715134565|     ~|13.22 |10.77 |     ~|     ~|G              |   1|   0
1017|HD 283601                          |*  |04 22 37.3822772262 +25 21 24.577403456|     ~|10    |     ~|     ~|     ~|G              |   1|   0
1018|HD 283662                          |*  |04 24 40.7323014284 +24 40 32.403872636|     ~|12.64 |11.17 |     ~|     ~|G              |   1|   0
1019|HD 283664                          |*  |04 24 38.0620440099 +24 25 09.608529970|     ~|12.38 |11.17 |     ~|     ~|G              |   1|   0
1020|HD 284420                          |*  |04 25 55.6983096093 +24 01 02.342210682|     ~|12.18 |11.24 |     ~|     ~|G              |   1|   0
1021|HD 284378                          |*  |04 22 20.3250274560 +22 56 47.985770871|     ~|12.19 |12.48 |     ~|     ~|G              |   1|   0
1022|HD 284371                          |*  |04 22 07.1682387928 +23 07 04.806778888|     ~|12.11 |11.46 |     ~|     ~|G              |   2|   0
1023|HD 284388                          |*  |04 24 02.6781 +21 26 10.246            |     ~|11.34 |10.59 |     ~|     ~|G              |   1|   0
1024|HD 284493                          |*  |04 29 26.3258163929 +22 01 56.789545676|     ~|12.25 |11.60 |     ~|     ~|G              |   1|   0
1025|HD 284393                          |*  |04 22 17.1507213833 +21 02 16.601971162|     ~|11.67 |11.23 |     ~|     ~|G              |   1|   0
1026|HD 284403                          |*  |04 21 59.3195953230 +20 33 31.055737212|     ~|11.80 |10.99 |     ~|     ~|G              |   1|   0
1027|G 7-38                             |PM*|04 26 35.4148870633 +19 11 39.458929306|     ~|16.50 |     ~|15.1  |     ~|G              |  12|   0
1028|Cl* Melotte 25 VR 38               |*  |04 26 44.5470872551 +13 49 56.364673974|     ~|14.53 |13.53 |13.28 |     ~|G              |   3|   0
1029|HD 286784                          |PM*|04 28 14.8112485955 +13 40 59.715540564|     ~|12.31 |11.36 |11.07 |     ~|G              |   5|   0
1030|HD 286703                          |*  |04 22 08.7485888238 +11 58 36.290883460|     ~|12.91 |12.20 |     ~|     ~|G              |   1|   0
1031|TYC 671-443-1                      |*  |04 18 59.9789063561 +09 42 45.345618828|     ~|12.28 |11.66 |     ~|     ~|G              |   0|   0
1032|HD 27337                           |PM*|04 19 18.7650363019 +08 31 52.015219295|     ~| 9.65 | 9.12 |     ~|     ~|G              |   1|   0
1033|HD 286825                          |PM*|04 29 29.0160874328 +09 49 57.308217803|     ~|11.15 |10.51 |     ~|     ~|G              |   1|   0
1034|BD-15 773                          |*  |04 23 07.7487564296 -14 44 33.794091325|     ~|11.106|10.043|     ~|     ~|G              |   1|   0
1035|CD-29 1725                         |PM*|04 27 17.6794523441 -29 11 26.650856880|     ~|10.106| 9.628|     ~|     ~|Gwl            |   7|   0
1036|HD 27928                           |SB*|04 22 55.1401568410 -37 15 49.244289100|     ~|10.22 | 9.53 |     ~|     ~|Gw             |  45|   0
1037|HD 276450                          |*  |04 31 02.2569161089 +40 33 38.063450771|     ~|11.33 |10.58 |     ~|     ~|G              |   1|   0
1038|HD 276681                          |*  |04 40 27.0001386233 +42 10 31.282765641|     ~|11.58 |10.95 |     ~|     ~|G              |   1|   0
1039|HD 276630                          |*  |04 38 35.2407869095 +41 11 31.842697770|     ~|10    |     ~|     ~|     ~|G              |   1|   0
1040|HD 276645                          |*  |04 35 10.6563304226 +40 37 34.528679806|     ~|11.92 |11.03 |     ~|     ~|G              |   1|   0
1041|HD 276647                          |PM*|04 36 06.4002013349 +40 32 18.453824987|     ~|11.72 |11.84 |     ~|     ~|G              |   1|   0
1042|HD 276714                          |*  |04 40 45.9333176192 +40 34 22.249601889|     ~|11.7  |10.8  |     ~|     ~|G              |   1|   0
1043|HD 276628                          |*  |04 37 55.4724401564 +41 04 28.158211763|     ~|11.27 |10.17 |     ~|     ~|G              |   1|   0
1044|HD 279933                          |*  |04 30 31.4570479878 +38 09 18.704771618|     ~|12.20 |11.42 |     ~|     ~|G              |   1|   0
1045|HD 280049                          |*  |04 38 22.7283569494 +37 12 24.656730622|     ~|11.54 |10.85 |     ~|     ~|G              |   1|   0
1046|HD 282215                          |*  |04 30 46.4965713526 +32 15 57.186002758|     ~|12.19 |11.01 |     ~|     ~|G              |   2|   0
1047|HD 279983                          |*  |04 33 47.1676382084 +34 12 53.609855518|     ~|12.11 |11.37 |     ~|     ~|G              |   2|   0
1048|HD 28841                           |*  |04 33 59.8965939494 +32 12 33.764968232|     ~| 9.49 | 8.86 |     ~|     ~|G              |   8|   0
1049|HD 282350                          |*  |04 41 09.9979733749 +33 50 07.236074928|     ~|12.03 |11.08 |     ~|     ~|G              |   1|   0
1050|HD 282292                          |*  |04 36 59.7378128560 +32 40 28.626927061|     ~|11.92 |10.90 |     ~|     ~|G              |   1|   0
1051|HD 282227                          |*  |04 33 00.0648313203 +31 34 08.281838463|     ~|12.47 |11.80 |     ~|     ~|G              |   1|   0
1052|HD 282370                          |*  |04 39 00.5404442631 +31 07 37.225782034|     ~|12.45 |11.43 |     ~|     ~|G              |   1|   0
1053|HD 284599                          |*  |04 39 20.2552094452 +21 32 55.117974919|     ~|11.93 |11.20 |     ~|     ~|G              |   2|   0
1054|HD 284550                          |*  |04 33 54.4362553811 +21 30 03.229613731|     ~|12.02 |10.98 |     ~|     ~|G              |   1|   0
1055|HD 284621                          |*  |04 37 54.0020997309 +20 17 04.136010273|     ~|11.80 |11.31 |     ~|     ~|G              |   1|   0
1056|HD 285955                          |*  |04 38 46.7539398146 +15 49 41.433601061|     ~|10    |     ~|     ~|     ~|G              |   1|   0
1057|HD 286849                          |*  |04 30 56.9312016519 +12 10 52.492507235|     ~|11.82 |10.97 |10.87 |     ~|G              |   2|   0
1058|HD 286845                          |*  |04 31 16.9436461511 +12 22 48.009750563|     ~|11.80 |11.23 |     ~|     ~|G              |   1|   0
1059|HD 286986                          |*  |04 41 08.5809218647 +12 35 12.422091045|     ~|10.01 | 9.44 |     ~|     ~|G              |   4|   0
1060|HD 286936                          |*  |04 38 52.0533603303 +11 59 13.548910861|     ~|11.67 |11.00 |     ~|     ~|G              |   1|   0
1061|TYC 82-1763-1                      |*  |04 30 43.4026095299 +00 06 15.485113158|     ~|11.54 |10.32 |     ~|     ~|G              |   0|   0
1062|BD-00 721                          |*  |04 34 09.2559157429 -00 01 43.991515650|     ~|11.9  |10.6  |     ~|     ~|G              |   0|   0
1063|G 82-23                            |PM*|04 30 13.1202249409 -03 03 13.201098608|     ~|15.337|14.724|14.288|13.859|sdG            |  31|   0
1064|BD-13 920                          |*  |04 34 27.6532349101 -13 34 56.676961379|     ~|11.40 |10.67 |     ~|     ~|GV             |   2|   0
1065|TYC 5892-1708-1                    |PM*|04 40 09.2821592941 -16 27 21.440769768|     ~|13.20 |11.43 |     ~|     ~|G              |   2|   0
1066|CD-42 1556                         |*  |04 34 29.0521469627 -42 26 47.268728760|     ~|10.91 |10.39 |     ~|     ~|G              |   1|   0
1067|HD 276989                          |*  |04 51 42.6004581143 +42 46 54.910583691|     ~|11.73 |10.89 |     ~|     ~|G              |   1|   0
