C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET22:57:14

sptypes = 'O'
-------------

Number of objects : 1597

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |   spec. type    |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|-----------------|----|----
1184|2MASS J00444463-7314076            |AB*|00 44 44.6426847101 -73 14 07.578463234|18.17 |15.83 |13.90 |     ~|12.06 |O-rich           |   3|   0
1185|[GHV2009] Star 71708               |*  |01 05 08.821 +02 09 10.75              |     ~|19.76 |19.78 |     ~|     ~|OIII+neb         |   1|   0
1186|SDSS J012905.14+133354.7           |HS*|01 29 05.1410230869 +13 33 54.857888879|     ~|     ~|     ~|     ~|     ~|sdOHe            |   4|   0
1187|HS 1736+5521                       |HS*|17 37 23.8209081932 +55 20 16.101375936|     ~|14.82 |14.95 |15.50 |     ~|sdOHe            |   5|   0
1188|SDSS J163150.89+480432.0           |HS*|16 31 50.8915244042 +48 04 32.014004251|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1189|PG 0953+024                        |HS*|09 55 34.5944013000 +02 12 48.685671756|     ~|14.79 |15.00 |15.49 |     ~|sdOHe            |  14|   0
1190|SDSS J142538.51+041614.1           |HS*|14 25 38.5085393604 +04 16 14.141050352|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1191|SDSS J224326.26+133904.0           |HS*|22 43 26.2549194662 +13 39 03.979694856|     ~|     ~|     ~|     ~|     ~|sdOHe            |   3|   0
1192|SDSS J074843.87+325348.6           |HS*|07 48 43.8860611717 +32 53 48.689976235|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1193|SDSS J095613.20-030009.2           |HS*|09 56 13.2128850811 -03 00 09.343159656|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1194|GALEX J145803.5+043922             |HS*|14 58 03.5566955067 +04 39 21.948303717|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1195|SDSS J170035.84+374528.0           |HS*|17 00 35.8463968246 +37 45 28.078448225|     ~|     ~|     ~|     ~|     ~|sdOHe            |   4|   0
1196|SDSS J164512.58+371900.3           |HS*|16 45 12.5734278659 +37 19 00.503483303|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1197|SDSS J150304.30+052436.6           |HS*|15 03 04.3048260037 +05 24 36.636782314|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1198|GALEX J145600.4+055905             |HS*|14 56 00.5554274346 +05 59 03.916711821|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1199|SDSS J153251.13+050536.7           |HS*|15 32 51.1357830184 +05 05 36.744158178|     ~|     ~|     ~|     ~|     ~|sdOHe            |   6|   0
1200|SDSS J155256.16+044158.7           |HS*|15 52 56.1504575886 +04 41 58.853353102|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1201|SDSS J220337.07+120623.7           |HS*|22 03 37.0773064757 +12 06 23.734740851|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1202|HS 1732+7023                       |HS*|17 32 18.9697930386 +70 21 28.303853640|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1203|SDSS J214612.16+005110.0           |HS*|21 46 12.1685454325 +00 51 10.012688695|     ~|     ~|     ~|     ~|     ~|sdOHe            |   6|   0
1204|SDSS J211423.98-001034.7           |HS*|21 14 23.9905367038 -00 10 34.700034995|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1205|PG 1204+543                        |HS*|12 07 28.4307809271 +54 01 29.155058071|     ~|15.61 |15.98 |     ~|     ~|sdOC             |  12|   0
1206|GALEX J073220.1+270408             |HS*|07 32 20.1426128314 +27 04 08.606909907|     ~|16.5  |     ~|16.5  |     ~|sdO              |   9|   1
1207|SDSS J091529.26+465015.4           |HS*|09 15 29.2585316456 +46 50 15.572201020|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1208|SDSS J080453.73+301607.2           |HS*|08 04 53.7402059869 +30 16 07.201553965|     ~|     ~|     ~|     ~|     ~|sdOHe            |   6|   0
1209|SDSS J081640.05+305632.4           |HS*|08 16 40.0542389848 +30 56 32.551169712|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1210|SDSS J100451.91+433653.3           |HS*|10 04 51.9196558455 +43 36 53.330904775|     ~|     ~|     ~|     ~|     ~|sdOHe            |   4|   0
1211|SDSS J090318.36+043533.7           |HS*|09 03 18.3683946434 +04 35 33.749578119|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1212|PG 1045+100                        |HS*|10 47 39.1075678636 +09 44 24.368175885|     ~|17.0  |     ~|17.1  |     ~|sdOHe            |   7|   0
1213|SDSS J130139.52+101824.5           |HS*|13 01 39.5280057859 +10 18 24.589931046|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1214|SDSS J101052.40+490707.8           |HS*|10 10 52.4086779481 +49 07 07.875725235|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1215|SDSS J112429.46+534855.4           |HS*|11 24 29.4665317989 +53 48 55.465803905|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1216|SDSS J162626.26+333315.0           |HS*|16 26 26.2569520912 +33 33 14.990147981|     ~|     ~|     ~|     ~|     ~|sdOHe            |   6|   0
1217|SDSS J170957.39+222745.0           |HS*|17 09 57.3909708236 +22 27 44.980433146|     ~|     ~|     ~|     ~|     ~|sdOHe            |   6|   0
1218|SDSS J165519.73+274945.6           |HS*|16 55 19.7297885771 +27 49 45.645926675|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1219|GALEX J170540.0+292041             |HS*|17 05 40.0211244251 +29 20 41.194776134|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1220|SDSS J121029.23+090553.9           |HS*|12 10 29.2295401537 +09 05 53.981252016|     ~|     ~|     ~|     ~|     ~|sdOHe            |   6|   0
1221|GALEX J085351.7+070418             |HS*|08 53 51.7804268198 +07 04 17.354443697|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1222|SDSS J092227.65+322916.3           |HS*|09 22 27.6605078300 +32 29 16.395446094|     ~|     ~|     ~|     ~|     ~|sdOHe            |   4|   0
1223|SDSS J151247.99+481524.3           |HS*|15 12 47.9947667799 +48 15 24.397121406|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1224|SDSS J150230.30+091357.3           |HS*|15 02 30.3053912418 +09 13 57.323400567|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1225|SDSS J134133.71+071849.7           |HS*|13 41 33.7175855439 +07 18 49.690284935|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1226|SDSS J154359.37+055842.6           |HS*|15 43 59.3705900651 +05 58 42.679015382|     ~|     ~|     ~|     ~|     ~|sdOHe            |   4|   0
1227|SDSS J141013.02+091938.9           |HS*|14 10 13.0270041368 +09 19 39.053353766|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1228|SDSS J150013.05+060410.5           |HS*|15 00 13.0554462206 +06 04 10.462998876|     ~|     ~|     ~|     ~|     ~|sdO              |   7|   0
1229|PG 1610+043                        |HS*|16 12 45.1193888184 +04 12 41.559078222|     ~|15.86 |16.02 |16.34 |     ~|sdOHe            |   9|   0
1230|SDSS J164216.67+212117.1           |HS*|16 42 16.6743972517 +21 21 17.150537247|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1231|SDSS J154100.53+363840.9           |HS*|15 41 00.5219372727 +36 38 40.959443405|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1232|SDSS J160325.52+341237.4           |HS*|16 03 25.5170956538 +34 12 37.459823426|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1233|PG 1617+077                        |HS*|16 19 45.1528137350 +07 31 56.595286858|     ~|16.3  |     ~|16.3  |     ~|sdOHe            |   9|   1
1234|SDSS J155155.11+092344.0           |HS*|15 51 55.1153473860 +09 23 44.081744541|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1235|SDSS J171142.45+380525.4           |HS*|17 11 42.4584168506 +38 05 25.535169451|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1236|SDSS J082154.34+554048.0           |HS*|08 21 54.3458345335 +55 40 48.129413355|     ~|     ~|     ~|     ~|     ~|sdOHe            |   4|   0
1237|SDSS J072726.40+444837.0           |HS*|07 27 26.4148051767 +44 48 37.059460216|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1238|Ton 456                            |HS*|09 49 43.6892852413 +30 15 10.442403932|     ~|16.01 |16.56 |16.30 |     ~|sdOC             |  13|   0
1239|SDSS J163602.15+175401.6           |HS*|16 36 02.1552607948 +17 54 01.645957672|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1240|SDSS J080833.77+180221.5           |HS*|08 08 33.7723510261 +18 02 21.558578938|     ~|     ~|     ~|     ~|     ~|sdOHe            |   7|   0
1241|SDSS J163409.37+163715.2           |HS*|16 34 09.3722976174 +16 37 15.315323286|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1242|SDSS J082110.89+183924.1           |HS*|08 21 10.8965036754 +18 39 24.230675094|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1243|SDSS J133543.00+330558.4           |HS*|13 35 43.0102934649 +33 05 58.470502698|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1244|GALEX J093028.6+274911             |HS*|09 30 28.5660536998 +27 49 11.559492422|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1245|SDSS J135432.61+294159.4           |HS*|13 54 32.6128173992 +29 41 59.446250463|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1246|SDSS J163027.19+180233.2           |HS*|16 30 27.1927774130 +18 02 33.224781800|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1247|SDSS J162904.19+184639.7           |HS*|16 29 04.1954861854 +18 46 39.828452509|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1248|CBS 58                             |HS*|12 19 55.0323693382 +31 39 43.851548145|     ~|16.6  |     ~|17.3  |     ~|sdOA             |   8|   0
1249|SDSS J162435.66+150355.4           |HS*|16 24 35.6649736636 +15 03 55.547602065|     ~|     ~|     ~|     ~|     ~|sdOHe            |   6|   0
1250|GALEX J132850.8+282918             |HS*|13 28 50.8558758601 +28 29 17.471957009|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1251|SDSS J150704.09+212257.5           |HS*|15 07 04.0941747882 +21 22 57.503607899|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1252|SDSS J163826.28+111219.3           |HS*|16 38 26.2941327651 +11 12 19.366810293|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1253|SDSS J165957.60+434136.9           |HS*|16 59 57.6002843429 +43 41 36.930916652|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1254|SDSS J171314.08+404108.9           |HS*|17 13 14.0776609579 +40 41 09.006365803|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1255|SDSS J172119.36+374538.6           |HS*|17 21 19.3606713399 +37 45 38.733334290|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1256|SDSS J001908.55+242422.3           |HS*|00 19 08.5555596888 +24 24 22.350904957|     ~|     ~|     ~|     ~|     ~|sdOHe            |   4|   0
1257|SDSS J222246.34+222633.3           |HS*|22 22 46.3434640923 +22 26 33.318846214|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1258|SDSS J083747.23+194955.8           |HS*|08 37 47.2448537664 +19 49 55.974667899|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1259|SDSS J080921.96+160841.2           |HS*|08 09 21.9637439019 +16 08 41.239330441|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1260|GALEX J091044.9+234045             |HS*|09 10 44.9039472210 +23 40 44.748064634|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1261|GALEX J095854.9+245312             |HS*|09 58 54.9372357737 +24 53 11.928814476|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1262|GALEX J092925.3+231051             |HS*|09 29 25.3650440671 +23 10 51.032452300|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1263|SDSS J101342.12+260619.9           |HS*|10 13 42.1211013764 +26 06 19.950032794|     ~|     ~|16.638|     ~|     ~|sdO              |   5|   0
1264|GALEX J110225.6+270601             |HS*|11 02 25.7143940047 +27 06 00.698419770|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1265|SDSS J094216.01+214229.9           |HS*|09 42 16.0162156140 +21 42 29.909235549|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1266|SDSS J084421.10+135807.6           |HS*|08 44 21.1097926049 +13 58 07.725890436|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1267|SDSS J120521.47+224702.1           |HS*|12 05 21.4812021442 +22 47 02.109799057|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1268|SDSS J102241.21+203839.6           |HS*|10 22 41.2094756119 +20 38 39.653287293|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1269|SDSS J095058.04+182618.5           |HS*|09 50 58.0573945706 +18 26 18.619930664|     ~|16.48 |16.40 |     ~|     ~|sdO              |   6|   0
1270|SDSS J152136.25+162150.3           |HS*|15 21 36.2571262097 +16 21 50.344361042|     ~|     ~|     ~|     ~|     ~|sdOHe            |   4|   0
1271|SDSS J120352.23+235343.3           |HS*|12 03 52.2530219100 +23 53 43.270138800|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1272|GALEX J112201.8+242057             |HS*|11 22 01.8422929718 +24 20 56.861012026|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1273|GALEX J121111.3+250106             |HS*|12 11 11.3190395863 +25 01 06.053110855|     ~|     ~|     ~|     ~|     ~|sdOHe            |   3|   0
1274|SDSS J161507.08+105513.5           |HS*|16 15 07.0853775867 +10 55 13.583144107|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1275|SDSS J104242.84+181025.0           |HS*|10 42 42.8450037129 +18 10 25.129630893|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1276|PB 3997                            |HS*|13 35 12.8119179610 +19 51 55.854621624|     ~|17.5  |     ~|     ~|     ~|sdO              |   6|   0
1277|SDSS J161603.28+101210.6           |HS*|16 16 03.2883084751 +10 12 10.574835954|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1278|SDSS J161832.12+100655.0           |HS*|16 18 32.1247601766 +10 06 54.997566037|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1279|SDSS J153935.00+133800.9           |HS*|15 39 35.0067943646 +13 38 01.020729582|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1280|SDSS J160715.22+094629.4           |HS*|16 07 15.2267188042 +09 46 29.456537618|     ~|     ~|     ~|     ~|     ~|sdOHe            |   4|   0
1281|GALEX J144106.9+144234             |HS*|14 41 06.9982816593 +14 42 33.457465091|     ~|     ~|     ~|     ~|     ~|sdOHe            |   4|   0
1282|SDSS J153218.01+120243.1           |HS*|15 32 18.0120031179 +12 02 43.157002788|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1283|SDSS J103424.78+155544.4           |HS*|10 34 24.7854139093 +15 55 44.385981897|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1284|SDSS J115059.68+163139.5           |HS*|11 50 59.6900210477 +16 31 39.551262006|     ~|     ~|     ~|     ~|     ~|sdOHe            |   6|   0
1285|GALEX J122132.2+163257             |HS*|12 21 32.1763909365 +16 32 56.474744151|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1286|SDSS J082944.75+132302.5           |HS*|08 29 44.7515751557 +13 23 02.564283224|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1287|GALEX J095648.5+142241             |HS*|09 56 48.5209438346 +14 22 40.886137636|     ~|     ~|     ~|     ~|     ~|sdOHe            |   4|   0
1288|GALEX J112500.2-074112             |HS*|11 25 00.1921162277 -07 41 12.575879844|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1289|PG 1125-055                        |HS*|11 28 12.2455200573 -05 46 15.192188258|     ~|16.8  |     ~|16.6  |     ~|sdOC             |  10|   0
1290|GALEX J170556.1+363221             |HS*|17 05 56.1551537694 +36 32 21.924617379|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1291|SDSS J113725.59+051550.8           |HS*|11 37 25.5839516779 +05 15 50.814457829|     ~|     ~|     ~|     ~|     ~|sdOHe            |   6|   0
1292|PG 1425+590                        |HS*|14 27 00.0940401690 +58 47 00.717583534|     ~|15.64 |16.01 |16.35 |     ~|sdOC             |  14|   0
1293|SDSS J090115.70+293915.0           |HS*|09 01 15.7105235354 +29 39 15.086617974|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1294|SDSS J105923.69+452015.4           |HS*|10 59 23.6955452312 +45 20 15.455418538|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1295|SDSS J115141.25+130200.3           |HS*|11 51 41.2558791035 +13 02 00.416786243|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1296|SDSS J133627.34+422911.0           |HS*|13 36 27.3419824787 +42 29 10.938558690|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1297|SDSS J145815.90+370017.4           |HS*|14 58 15.9137247660 +37 00 17.416519355|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1298|SDSS J130214.31+120822.2           |HS*|13 02 14.3120735191 +12 08 22.274970998|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1299|SDSS J135505.64+114440.0           |HS*|13 55 05.6497592731 +11 44 40.051677354|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1300|PG 1518+299                        |HS*|15 20 45.9593513828 +29 48 26.419694385|     ~|15.44 |15.69 |16.02 |     ~|sdOA             |   7|   0
1301|SDSS J155610.40+254640.3           |HS*|15 56 10.4080058843 +25 46 40.256181802|     ~|     ~|     ~|     ~|     ~|sdOHe            |   7|   0
1302|SDSS J125301.62+394622.0           |HS*|12 53 01.6166812562 +39 46 22.235579946|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1303|SDSS J150737.70+072416.4           |HS*|15 07 37.7091746737 +07 24 16.489028636|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1304|SDSS J161059.80+053625.2           |HS*|16 10 59.8065850087 +05 36 25.258724434|     ~|     ~|     ~|     ~|     ~|sdOHe            |   6|   0
1305|SDSS J162411.52+312252.6           |HS*|16 24 11.5271973663 +31 22 52.618868916|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1306|SDSS J163707.43+284240.2           |HS*|16 37 07.4360078211 +28 42 40.178252880|     ~|     ~|     ~|     ~|     ~|sdOHe            |   5|   0
1307|SDSS J234117.15+454145.1           |HS*|23 41 17.1590577555 +45 41 45.137152957|16.991|18.071|18.308|18.389|18.457|sdO              |   5|   0
1308|SDSS J180757.07+230133.0           |HS*|18 07 57.0760280170 +23 01 33.093033689|     ~|     ~|     ~|     ~|     ~|sdOHe            |   4|   0
1309|SDSS J174408.22+251657.5           |HS*|17 44 08.2243587124 +25 16 57.614402388|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1310|SDSS J220429.52+211610.6           |HS*|22 04 29.5316122558 +21 16 10.874072904|     ~|     ~|     ~|     ~|     ~|sdOHe            |   6|   0
1311|SDSS J220745.48+221640.5           |HS*|22 07 45.4907189586 +22 16 40.612284141|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1312|GALEX J205048.7+164544             |HS*|20 50 48.8484238529 +16 45 45.166349744|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1313|SDSS J065907.45+664930.2           |HS*|06 59 07.4683675476 +66 49 30.014960744|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1314|GALEX J201124.5-121250             |HS*|20 11 24.5590431393 -12 12 50.309380858|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1315|GALEX J201240.5-110041             |HS*|20 12 40.5870513249 -11 00 41.907836079|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1316|SDSS J224739.95+071732.5           |HS*|22 47 39.9613677603 +07 17 32.484816206|     ~|     ~|     ~|     ~|     ~|sdOHe            |   4|   0
1317|GALEX J205652.3+033548             |HS*|20 56 52.1997161674 +03 35 48.310645470|     ~|14.27 |14.69 |14.90 |     ~|sdO              |   4|   0
1318|SDSS J211926.84+061718.4           |HS*|21 19 26.8380190199 +06 17 18.543698257|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1319|GALEX J172919.0+072204             |HS*|17 29 19.0412098798 +07 22 04.460240904|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1320|SDSS J221920.66+394603.5           |HS*|22 19 20.6736501936 +39 46 03.542236023|     ~|     ~|     ~|     ~|     ~|sdO              |   7|   0
1321|SDSS J224039.64+330543.6           |HS*|22 40 39.6439149512 +33 05 43.586025625|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1322|SDSS J225640.87+294546.7           |HS*|22 56 40.8760797298 +29 45 46.739922808|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1323|PG 2255+266                        |HS*|22 57 46.0654813117 +26 57 00.387026733|     ~|16.2  |     ~|16.3  |     ~|sdOA             |   7|   0
1324|SDSS J080644.05-074232.4           |HS*|08 06 44.0550357783 -07 42 32.460561685|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1325|VFTS 318                           |SB*|05 38 20.9276575392 -69 12 00.115231415|     ~|16.49 |16.56 |     ~|     ~|O((n))p          |   5|   0
1326|OGLE LMC175.4 54                   |EB*|05 38 38.82 -69 05 25.5                |     ~|15.59 |15.46 |     ~|15.123|Onn              |  10|   0
1327|OGLE LMC-ECL-21453                 |SB*|05 38 44.06 -69 04 59.5                |     ~|16.69 |16.57 |     ~|16.046|On               |   6|   0
1328|SDSS J135713.14-065913.7           |HS*|13 57 13.1502594993 -06 59 13.760377825|     ~|19.5  |     ~|19.7  |     ~|sdO              |   1|   0
1329|UVEX J001032.27+625050.0           |HS*|00 10 32.2801223251 +62 50 50.000451703|16.535|     ~|     ~|     ~|     ~|sdO              |   1|   0
1330|UVEX J193813.83+313708.1           |HS*|19 38 13.8215688261 +31 37 08.191134302|16.377|     ~|     ~|     ~|     ~|sdO              |   2|   0
1331|UVEX J204210.22+443928.7           |*  |20 42 10.22 +44 39 28.7                |18.740|     ~|     ~|     ~|     ~|O                |   1|   0
1332|UVEX J204957.75+401637.9           |HS*|20 49 57.7478513822 +40 16 37.938077134|15.071|     ~|     ~|     ~|     ~|sdO              |   2|   0
1333|UVEX J223941.98+585729.1           |HS*|22 39 41.9696186621 +58 57 29.112303330|15.731|     ~|     ~|     ~|     ~|sdO              |   2|   0
1334|SDSS J173027.20+265639.5           |HS*|17 30 27.2016256781 +26 56 39.409848335|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1335|OGLE LMC-ECL-21844                 |EB*|05 39 46.2786270913 -69 38 52.831274546|13.216|14.168|13.787|     ~|15.011|OV               |   3|   0
1336|FBS 0046+395                       |HS*|00 49 06.0591612905 +39 50 21.163159865|     ~|     ~|     ~|     ~|     ~|sdOA:            |   9|   1
1337|LAMOST J030128.01+301536.5         |HS*|03 01 28.012 +30 15 36.69              |     ~|     ~|14.993|     ~|     ~|sdO              |   5|   0
1338|LAMOST J034208.81+090220.7         |HS*|03 42 08.8099366670 +09 02 20.816477858|     ~|     ~|15.913|     ~|     ~|sdO              |   5|   0
1339|SDSS J000847.25-051217.1           |HS*|00 08 47.2509016133 -05 12 17.021448008|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1340|KUV 09025+4253                     |** |09 05 47.972 +42 40 38.31              |     ~|16.19 |16.14 |12.59 |     ~|sdO              |   8|   0
1341|SDSS J101136.22-021214.6           |HS*|10 11 36.2289054327 -02 12 14.538413332|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1342|SDSS J104919.16+210930.6           |HS*|10 49 19.1549149068 +21 09 30.596456133|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1343|PG 1110+045                        |HS*|11 13 17.3201437675 +04 13 14.489789083|     ~|14.75 |14.87 |15.23 |     ~|sdOA             |   8|   0
1344|SDSS J133922.19+025702.3           |HS*|13 39 22.1871004420 +02 57 02.316385203|     ~|     ~|     ~|     ~|     ~|sdO              |   2|   0
1345|SDSS J142645.42-023155.3           |HS*|14 26 45.4187046362 -02 31 55.266376590|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1346|SDSS J153431.81+072910.1           |HS*|15 34 31.8181502111 +07 29 10.088617412|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1347|PG 1559+076                        |HS*|16 02 09.0718731119 +07 25 10.924693236|     ~|14.55 |14.61 |14.77 |     ~|sdO              |   7|   0
1348|SDSS J163927.06+272916.4           |HS*|16 39 27.0658719309 +27 29 16.442804566|     ~|     ~|     ~|     ~|     ~|sdO              |   2|   0
1349|EC 04399-1826                      |HS*|04 42 08.2822385721 -18 20 54.708071224|12.80 |14.07 |14.28 |14.61 |14.80 |sdOHe            |   4|   0
1350|HS 2108+1413                       |HS*|21 10 41.3926658919 +14 25 58.932391650|     ~|14.04 |14.03 |14.99 |     ~|sdOHe            |   5|   0
1351|HS 0110+3222                       |HS*|01 12 54.0853400994 +32 38 02.064405751|     ~|15.81 |16.06 |16.85 |16.08 |sdO              |   2|   0
1352|HS 0657+5333                       |HS*|07 01 23.2171631392 +53 29 37.935886376|     ~|14.72 |14.96 |15.41 |     ~|sdOHe            |   4|   0
1353|HS 0659+5734                       |HS*|07 03 49.6209627618 +57 30 02.988028151|     ~|15.31 |15.49 |15.90 |15.66 |sdO              |   2|   0
1354|HS 1808+5647                       |HS*|18 09 44.3605895621 +56 48 13.207507292|     ~|15.42 |15.63 |15.85 |15.66 |sdO              |   2|   0
1355|HS 1832+6955                       |HS*|18 32 17.1541887248 +69 57 50.032006378|     ~|13.86 |14.13 |14.57 |     ~|sdO              |   2|   0
1356|HS 1939+6728                       |HS*|19 39 32.5251676451 +67 35 22.150714502|     ~|14.42 |     ~|15.56 |     ~|sdO              |   2|   0
1357|[EBU2007] 63                       |*  |10 03 00.100 -26 09 28.72              |     ~|     ~|20.25 |     ~|20.67 |O                |   1|   0
1358|[EBU2007] 66                       |*  |10 03 01.4434951010 -26 08 01.416369924|     ~|     ~|20.29 |     ~|20.23 |O                |   1|   0
1359|[EBU2007] 77                       |*  |10 03 05.030 -26 09 23.78              |     ~|     ~|20.52 |     ~|20.52 |O                |   1|   0
1360|GALEX J041536.0+253857             |HS*|04 15 36.0610214500 +25 38 57.020058183|     ~|     ~|     ~|     ~|     ~|sdOHe            |   6|   0
1361|USNO-B1.0 1289-00160315            |HS*|06 40 29.1211052982 +38 56 51.888677108|     ~|16.9  |     ~|17.6  |     ~|sdO+dM           |   6|   0
1362|2MASS J13130841-6239275            |EB*|13 13 08.4051213899 -62 39 27.510058347|     ~|     ~|     ~|     ~|     ~|O                |   3|   0
1363|IPHASX J191716.4+033447            |PN |19 17 16.4 +03 34 47                   |     ~|     ~|     ~|     ~|     ~|O(H)III-V(e)     |   3|   0
1364|[LMS2011] W43 1b                   |*  |18 47 36.653 -01 56 33.22              |     ~|     ~|     ~|     ~|     ~|O                |   1|   0
1365|[LMS2011] W43 3a                   |*  |18 47 36.677 -01 56 36.11              |     ~|     ~|     ~|     ~|     ~|OI               |   1|   0
