C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET23:22:53

sptypes = 'B'
-------------

Number of objects : 8496

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type     |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|--------------------|----|----
7214|2QZ J142938.6-003827               |*  |14 29 38.5925678050 -00 38 26.561481613|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7215|SDSS J143441.56+102255.2           |*  |14 34 41.5673278334 +10 22 55.259333743|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7216|SDSS J144513.95+010157.0           |*  |14 45 13.9548856777 +01 01 57.093973060|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7217|2QZ J144628.9-022810               |*  |14 46 28.9212922486 -02 28 09.416106182|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7218|2QZ J144856.2-024934               |*  |14 48 56.2808161612 -02 49 34.101113729|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7219|SDSS J145521.86+001125.4           |*  |14 55 21.8598637117 +00 11 25.395546240|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7220|SDSS J145623.63+093832.5           |*  |14 56 23.6372630073 +09 38 32.561956714|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7221|SDSS J145641.17+111020.9           |*  |14 56 41.1753662923 +11 10 20.997158858|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7222|SDSS J145707.26+001217.9           |*  |14 57 07.2659756171 +00 12 17.863570078|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7223|SDSS J145844.83+330517.7           |*  |14 58 44.8362487264 +33 05 17.706326911|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7224|SDSS J145938.89+143039.6           |*  |14 59 38.8955483311 +14 30 39.661710208|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7225|SDSS J150521.79+662538.8           |*  |15 05 21.7985120901 +66 25 38.606055645|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7226|SDSS J151218.67+020825.0           |*  |15 12 18.6719295506 +02 08 25.088992470|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7227|SDSS J151236.27+022005.9           |*  |15 12 36.2725845910 +02 20 05.970209144|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7228|SDSS J151257.90+114051.1           |*  |15 12 57.9049017846 +11 40 51.147940353|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7229|SDSS J151351.53+022010.2           |*  |15 13 51.5430115660 +02 20 10.186259511|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7230|SDSS J151603.60+000138.5           |*  |15 16 03.6092214666 +00 01 38.602063257|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7231|SDSS J152225.12+053845.7           |*  |15 22 25.1276130351 +05 38 45.778513880|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7232|SDSS J152602.38+003712.2           |*  |15 26 02.3800124716 +00 37 12.173739871|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7233|GALEX J152954.9+494242             |HS*|15 29 54.8738110270 +49 42 42.046995442|     ~|     ~|     ~|     ~|     ~|sdB                 |   3|   0
7234|SDSS J153319.05+060957.1           |*  |15 33 19.0578440076 +06 09 57.152721756|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7235|SDSS J153352.80+160755.2           |*  |15 33 52.8024571892 +16 07 55.209563279|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7236|SDSS J153827.29+065806.8           |*  |15 38 27.2972746540 +06 58 06.831714430|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7237|SDSS J154617.79+055833.9           |*  |15 46 17.7943178118 +05 58 34.016011401|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7238|SDSS J154922.45+110752.9           |*  |15 49 22.4558239300 +11 07 52.976944799|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7239|SDSS J155105.29+063710.8           |*  |15 51 05.2928893581 +06 37 10.848788723|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7240|SDSS J160507.98+161808.4           |*  |16 05 07.9800279521 +16 18 08.524918325|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7241|GALEX J160951.7+123241             |HS*|16 09 51.6487982502 +12 32 41.175708629|     ~|     ~|     ~|     ~|     ~|sdB                 |   4|   0
7242|SDSS J161513.39+133309.0           |*  |16 15 13.3927249203 +13 33 09.045195341|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7243|GALEX J162024.8+172543             |HS*|16 20 24.8580664191 +17 25 43.163383337|     ~|     ~|     ~|     ~|     ~|sdB                 |   3|   0
7244|SDSS J162155.65+124028.6           |*  |16 21 55.6579361193 +12 40 28.666031112|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7245|SDSS J162204.71+140719.9           |*  |16 22 04.7137327726 +14 07 19.990466629|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7246|SDSS J162724.12+132203.9           |*  |16 27 24.1271121920 +13 22 03.989207470|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7247|SDSS J163158.82+151855.6           |*  |16 31 58.8163221144 +15 18 55.599488300|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7248|SDSS J163637.78+275428.6           |*  |16 36 37.7823615981 +27 54 28.691968712|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7249|SDSS J163839.63+504949.3           |*  |16 38 39.6229595784 +50 49 49.197919177|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7250|SDSS J163938.88+200708.0           |*  |16 39 38.8850473669 +20 07 07.959812121|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7251|SDSS J164328.01+192751.5           |*  |16 43 28.0209759903 +19 27 51.534948607|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7252|SDSS J164555.22+312724.3           |*  |16 45 55.2302606330 +31 27 24.365006965|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7253|SDSS J164938.07+252035.5           |*  |16 49 38.0742846415 +25 20 35.492649176|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7254|SDSS J165125.72+324004.3           |*  |16 51 25.7164370999 +32 40 04.343911274|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7255|SDSS J165426.36+232002.4           |*  |16 54 26.3668085421 +23 20 02.447083318|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7256|SDSS J170433.89+351856.9           |*  |17 04 33.8934590194 +35 18 57.045806869|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7257|SDSS J170558.54+251811.8           |*  |17 05 58.5488022275 +25 18 11.753789406|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7258|SDSS J171153.99+390823.1           |*  |17 11 53.9923063800 +39 08 23.166036450|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7259|SDSS J174225.35+622943.2           |*  |17 42 25.3573110452 +62 29 42.991883913|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7260|SDSS J175553.97+634506.9           |*  |17 55 53.9878100521 +63 45 06.631094164|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7261|SDSS J175635.30+632406.3           |*  |17 56 35.3190288614 +63 24 05.998502519|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7262|SDSS J175744.73+470818.0           |*  |17 57 44.7261459805 +47 08 17.787372374|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7263|SDSS J180521.19+652534.1           |*  |18 05 21.2012103274 +65 25 33.881583285|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7264|SDSS J182934.39+635201.9           |*  |18 29 34.4003773518 +63 52 01.753600066|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7265|SDSS J190545.15+622036.4           |*  |19 05 45.1673720884 +62 20 36.265197337|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7266|SDSS J190600.86+623923.9           |*  |19 06 00.8804046124 +62 39 23.820571930|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7267|SDSS J211527.81-122632.2           |*  |21 15 27.8166171833 -12 26 32.346834058|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7268|SDSS J211747.11-040429.0           |*  |21 17 47.1137259574 -04 04 29.031789852|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7269|SDSS J211919.27-144239.0           |*  |21 19 19.2731771769 -14 42 39.013738137|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7270|SDSS J211957.25-013628.1           |*  |21 19 57.2526123492 -01 36 28.131531782|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7271|SDSS J212045.79-172022.8           |*  |21 20 45.7950590227 -17 20 22.783212426|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7272|SDSS J212249.54-102501.3           |*  |21 22 49.5393739819 -10 25 01.313574025|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7273|SDSS J212406.87-053731.7           |*  |21 24 06.8744805477 -05 37 31.533487385|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7274|SDSS J212416.59+030142.8           |*  |21 24 16.5941956446 +03 01 42.796902388|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7275|SDSS J212425.70-104746.5           |*  |21 24 25.7090714273 -10 47 46.497945945|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7276|SDSS J213027.94+080455.8           |*  |21 30 27.9464591929 +08 04 55.835278427|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7277|SDSS J213344.75-082350.6           |*  |21 33 44.7555183047 -08 23 50.583556010|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7278|SDSS J213537.78+013013.1           |*  |21 35 37.7862476835 +01 30 13.076194310|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7279|SDSS J213600.16+054213.2           |*  |21 36 00.1632462985 +05 42 13.273279548|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7280|SDSS J213643.76+052548.0           |*  |21 36 43.764 +05 25 48.05              |     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7281|SDSS J214047.73-060628.1           |*  |21 40 47.7270553944 -06 06 28.141981867|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7282|SDSS J214508.21+004858.9           |*  |21 45 08.2164149545 +00 48 58.896595628|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7283|SDSS J214620.09-033720.8           |*  |21 46 20.0969064583 -03 37 20.870022773|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7284|SDSS J214755.03+102405.8           |*  |21 47 55.0392751445 +10 24 05.811170433|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7285|SDSS J215000.67-033502.3           |*  |21 50 00.6752309267 -03 35 02.317050296|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7286|SDSS J215356.88+053704.0           |*  |21 53 56.8765572348 +05 37 04.112824946|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7287|SDSS J215606.68-061330.7           |*  |21 56 06.6840926198 -06 13 30.722328739|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7288|SDSS J215741.64+141823.3           |*  |21 57 41.6477494285 +14 18 23.438793036|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7289|SDSS J215746.21+103942.0           |*  |21 57 46.2179894659 +10 39 42.092763636|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7290|SDSS J215855.27-054511.9           |*  |21 58 55.2677512507 -05 45 11.888442830|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7291|SDSS J215855.40+050408.7           |*  |21 58 55.4047852688 +05 04 08.733386330|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7292|SDSS J215927.45+093021.1           |*  |21 59 27.4522713628 +09 30 21.250475084|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7293|SDSS J220101.41+134552.0           |*  |22 01 01.4144087569 +13 45 52.100362401|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7294|SDSS J220353.74+055634.3           |*  |22 03 53.7368152570 +05 56 34.363005264|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7295|SDSS J220447.00+070609.8           |*  |22 04 46.9966720995 +07 06 09.880728640|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7296|SDSS J220919.18+081416.6           |*  |22 09 19.1875884229 +08 14 16.614794528|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7297|SDSS J221112.84+071149.9           |*  |22 11 12.8474964487 +07 11 49.897319593|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7298|SDSS J221123.60+130441.1           |*  |22 11 23.6044952239 +13 04 41.065873101|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7299|SDSS J221346.51+255049.8           |*  |22 13 46.5108718204 +25 50 49.834174868|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7300|SDSS J221414.93+012214.1           |*  |22 14 14.9345846889 +01 22 14.169059647|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7301|SDSS J221445.28+095912.2           |*  |22 14 45.2863515274 +09 59 12.180856511|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7302|SDSS J221449.87+163044.1           |*  |22 14 49.8734118367 +16 30 44.190977456|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7303|SDSS J221517.92-015620.5           |*  |22 15 17.9322524130 -01 56 20.547182698|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7304|CFHIZELS-SM14-93720                |EmG|22 16 29.9446476383 -00 19 02.970083262|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7305|SDSS J221718.42+141319.6           |*  |22 17 18.4245992725 +14 13 19.701063169|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7306|SDSS J222547.74+235003.6           |*  |22 25 47.7378394202 +23 50 03.645975404|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7307|SDSS J222647.28-034820.6           |*  |22 26 47.2837080107 -03 48 20.645813348|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7308|SDSS J222651.50+294719.3           |*  |22 26 51.5049943807 +29 47 19.345436939|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7309|SDSS J222843.13-023113.2           |*  |22 28 43.1333348997 -02 31 13.244225941|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7310|SDSS J223332.49+200917.1           |*  |22 33 32.4959986763 +20 09 17.195797040|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7311|SDSS J223430.52+203033.8           |*  |22 34 30.5162726779 +20 30 33.851148192|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7312|SDSS J223728.90+262216.7           |*  |22 37 28.9017031928 +26 22 16.671152759|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7313|SDSS J223828.67+200546.7           |*  |22 38 28.6743241616 +20 05 46.792973234|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7314|SDSS J224204.23+300904.8           |*  |22 42 04.2340623539 +30 09 04.823661108|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7315|SDSS J224645.33-065133.8           |*  |22 46 45.3356488884 -06 51 33.830401926|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7316|SDSS J224716.21+035324.5           |*  |22 47 16.2133784941 +03 53 24.487471288|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7317|SDSS J224804.53+062708.7           |*  |22 48 04.5351796842 +06 27 08.748121622|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7318|SDSS J224818.30+294057.3           |*  |22 48 18.2975454455 +29 40 57.420359312|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7319|SDSS J224928.63+311551.0           |*  |22 49 28.6333684037 +31 15 50.980757216|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7320|SDSS J225243.70+073041.2           |*  |22 52 43.7145400192 +07 30 41.110619388|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7321|SDSS J225533.26+063107.5           |*  |22 55 33.2710513223 +06 31 07.522461360|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7322|SDSS J230343.17+312614.3           |*  |23 03 43.1700558064 +31 26 14.333089527|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7323|SDSS J230431.37+025118.3           |*  |23 04 31.3687299731 +02 51 18.425480294|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7324|SDSS J230615.56+311753.0           |*  |23 06 15.5647373321 +31 17 52.976494153|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7325|SDSS J230830.60-063024.7           |*  |23 08 30.6033592129 -06 30 24.762802752|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7326|SDSS J231032.61-185803.7           |*  |23 10 32.6124056056 -18 58 03.738994737|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7327|SDSS J231308.49+052302.9           |*  |23 13 08.4967004312 +05 23 02.961009961|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7328|SDSS J231742.57+125045.4           |*  |23 17 42.5716631404 +12 50 45.463789278|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7329|SDSS J231908.21-045010.8           |*  |23 19 08.2159484121 -04 50 10.842664588|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7330|SDSS J231957.08+330954.4           |*  |23 19 57.0827745402 +33 09 54.492924567|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7331|SDSS J232339.56-031507.7           |*  |23 23 39.5658944843 -03 15 07.794143110|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7332|SDSS J232813.96-094414.1           |*  |23 28 13.9566641143 -09 44 14.130637783|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7333|SDSS J233542.36+303354.8           |*  |23 35 42.3737319970 +30 33 54.789750041|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7334|SDSS J234056.37+044059.3           |*  |23 40 56.3766071848 +04 40 59.412507605|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7335|SDSS J234607.32+260133.3           |*  |23 46 07.3215241267 +26 01 33.318026146|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7336|SDSS J234949.11+352205.1           |*  |23 49 49.1128989908 +35 22 05.142987496|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7337|SDSS J234951.01-070227.3           |*  |23 49 51.0134671529 -07 02 27.307420736|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7338|SDSS J235455.95-200743.4           |*  |23 54 55.9557474634 -20 07 43.503099512|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7339|SDSS J235633.99+060612.5           |*  |23 56 33.9972126863 +06 06 12.573566580|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7340|SDSS J031145.48+031853.7           |*  |03 11 45.4779920394 +03 18 53.786044169|     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7341|SDSS J093945.24+143815.8           |*  |09 39 45.2524463413 +14 38 15.909443456|     ~|     ~|     ~|     ~|     ~|B                   |   3|   0
7342|** SEE 334B                        |*  |17 33 39.94 -37 06 22.8                |     ~|     ~|     ~|     ~|     ~|B                   |   0|   1
7343|OGLE LMC-ECL-20994                 |EB*|05 37 40.8757038855 -69 04 41.464767873|     ~|16.27 |16.19 |16.18 |15.905|B+B                 |   8|   0
7344|IRSF J05374838-6902376             |*  |05 37 48.372 -69 02 37.90              |     ~|17.09 |16.93 |     ~|     ~|B                   |   5|   0
7345|VFTS 199                           |*  |05 37 54.780 -69 00 24.99              |     ~|16.9  |16.91 |     ~|     ~|B+B                 |   4|   0
7346|VFTS 263                           |*  |05 38 12.5487047593 -69 03 51.780132116|     ~|16.85 |16.80 |     ~|     ~|B                   |   5|   0
7347|VFTS 408                           |*  |05 38 34.460 -69 01 39.67              |     ~|16.34 |16.32 |     ~|     ~|B                   |   5|   0
7348|VFTS 781                           |*  |05 39 22.4425380402 -69 15 18.437527619|     ~|15.98 |15.66 |     ~|     ~|B                   |   5|   0
7349|CXOGNC J104517.21-594701.6         |*  |10 45 17.1700024417 -59 47 01.378823216|     ~|19.182|17.504|     ~|14.560|B                   |   3|   0
7350|MSX6C G331.5487-00.5364            |Em*|16 14 15.380 -51 46 03.69              |     ~|     ~|     ~|     ~|     ~|B[e]                |   1|   0
7351|IRAS 17365-4017                    |Em*|17 40 03.8190339945 -40 19 27.128709203|     ~|     ~|     ~|     ~|     ~|B[e]                |   1|   0
7352|Haro 3-47                          |Em*|18 28 50.6458126810 -24 32 01.781125155|     ~|     ~|     ~|     ~|     ~|B[e]                |  16|   1
7353|MSX6C G020.6916-01.4406            |Em*|18 34 03.0029973086 -11 32 32.214849796|     ~|     ~|     ~|     ~|     ~|B[e]                |   1|   0
7354|[HSB2012] 230                      |*  |10 43 07.1641035956 -59 31 20.970296247|16.084|16.141|15.056|     ~|13.295|B                   |   2|   0
7355|[HSB2012] 538                      |*  |10 43 20.8584757331 -59 29 59.585569186|14.713|14.817|14.427|     ~|13.709|B                   |   2|   0
7356|[HSB2012] 1395                     |*  |10 43 52.4851297834 -59 42 50.419843321|17.471|17.568|16.469|     ~|14.674|B                   |   2|   0
7357|[HSB2012] 2913                     |*  |10 44 48.4939794731 -59 47 49.388808701|18.041|17.707|16.203|     ~|13.968|B                   |   2|   0
7358|[HSB2012] 3755                     |*  |10 45 18.0855996185 -59 38 22.200968059|17.077|17.174|16.272|     ~|14.821|B                   |   2|   0
7359|[HSB2012] 3994                     |s*b|10 45 26.4697581375 -59 46 18.778301121|17.338|17.172|16.132|     ~|14.205|BI                  |   2|   0
7360|[HSB2012] 4044                     |s*b|10 45 28.7484945182 -59 30 03.699944367|14.463|14.568|13.658|     ~|12.139|BI                  |   2|   0
7361|2MASS J10440976-5944480            |*  |10 44 09.7603902541 -59 44 47.946873284|15.890|15.940|15.198|     ~|13.850|B                   |   2|   0
7362|UVEX J000016.27+603246.3           |HS*|00 00 16.2655552371 +60 32 46.318063126|16.074|     ~|     ~|     ~|     ~|sdB                 |   2|   0
7363|UVEX J020201.85+564342.3           |HS*|02 02 01.8519987555 +56 43 42.256653273|14.571|     ~|     ~|     ~|     ~|sdB                 |   3|   0
7364|UVEX J042125.70+465115.4           |HS*|04 21 25.6986042069 +46 51 15.358633993|18.587|     ~|     ~|     ~|     ~|sdB+F               |   2|   0
7365|UVEX J193951.69+302600.7           |HS*|19 39 51.7046257015 +30 26 00.706518077|16.856|     ~|     ~|     ~|     ~|sdB                 |   1|   0
7366|UVEX J194135.69+321222.0           |HS*|19 41 35.6992097991 +32 12 22.089177873|18.072|     ~|     ~|     ~|     ~|sdB                 |   3|   0
7367|UVEX J224435.05+550104.9           |Be?|22 44 35.05 +55 01 04.9                |14.878|     ~|     ~|     ~|     ~|B                   |   1|   0
7368|UCAC4 643-020258                   |Be*|04 42 31.1472924225 +38 30 46.858944486|     ~|12.53 |11.96 |11.86 |     ~|Be                  |   4|   0
7369|UCAC4 308-126730                   |Be*|17 22 19.7056688774 -28 33 45.028983290|     ~|     ~|     ~|12.35 |     ~|Be_sh               |   3|   0
7370|UCAC4 336-115538                   |Be*|17 49 46.2747292125 -22 49 51.755859054|     ~|13.36 |12.61 |12.46 |     ~|Be                  |   3|   0
7371|CPD-22 6463                        |Be*|17 53 01.9389501871 -22 19 53.180950380|     ~|11.75 |11.78 |     ~|     ~|Be_sh?              |   5|   0
7372|UCAC4 334-130398                   |Be*|18 00 01.7661985864 -23 23 07.134882147|     ~|13.93 |13.13 |12.84 |     ~|Be                  |   3|   0
7373|UCAC4 363-134956                   |Be*|18 19 47.9883790156 -17 24 13.091211449|     ~|15.57 |14.18 |13.89 |     ~|Be                  |   1|   0
7374|UCAC4 395-082960                   |Be*|18 27 49.7608734943 -11 04 31.172340303|     ~|13.00 |12.29 |12.23 |     ~|Be                  |   3|   0
7375|UCAC4 405-080475                   |Be*|18 29 59.9605249728 -09 08 37.556664780|     ~|     ~|     ~|12.94 |     ~|Be                  |   2|   0
7376|UCAC4 399-082394                   |Be*|18 38 27.6582261801 -10 14 21.057044046|     ~|13.18 |12.47 |12.56 |     ~|Be                  |   2|   0
7377|UCAC4 423-088678                   |Be*|18 41 25.5180248877 -05 34 03.339699318|     ~|     ~|     ~|12.49 |     ~|Be                  |   4|   0
7378|UCAC4 639-089164                   |Be*|20 18 56.7697169043 +37 45 32.000347870|     ~|15.06 |13.98 |14.16 |     ~|Be                  |   3|   0
7379|UCAC4 704-079697                   |Be*|20 55 47.3200500579 +50 40 27.307167764|     ~|     ~|     ~|12.26 |     ~|Be                  |   3|   0
7380|LAMOST J034252.43+045305.7         |HS*|03 42 52.4312667982 +04 53 05.750653986|     ~|     ~|     ~|     ~|     ~|sdB+?               |   3|   0
7381|LAMOST J064618.36+292013.2         |HS*|06 46 18.3591836708 +29 20 13.425848944|     ~|     ~|     ~|     ~|     ~|sdB                 |   6|   0
7382|Ton 24                             |HS*|09 47 29.3533517772 +27 16 27.142810613|     ~|15.6  |16.706|16.6  |     ~|sdB                 |  11|   0
7383|PG 0020+240                        |HS*|00 23 03.4893749176 +24 19 08.306586390|     ~|15.55 |15.56 |15.79 |     ~|sdB                 |   7|   0
7384|SDSS J014952.65+224215.1           |HS*|01 49 52.6580520969 +22 42 15.155788123|     ~|     ~|     ~|     ~|     ~|sdB                 |   2|   0
7385|SDSS J015235.11+223122.8           |HS*|01 52 35.1024871807 +22 31 22.926349903|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
7386|SDSS J074935.53+142232.5           |HS*|07 49 35.5385542230 +14 22 32.626396005|     ~|     ~|     ~|     ~|     ~|sdBHe               |   2|   0
7387|GALEX J075832.8+093640             |HS*|07 58 32.8469282325 +09 36 39.071688014|     ~|     ~|     ~|     ~|     ~|sdB+?               |   4|   0
7388|SDSS J082517.99+113106.2           |HS*|08 25 17.9929495908 +11 31 06.307871133|     ~|     ~|14.376|     ~|     ~|sdB+?               |   7|   0
7389|GALEX J082556.7+130754             |HS*|08 25 56.8074325784 +13 07 53.587232348|     ~|     ~|14.59 |     ~|     ~|sdB                 |   6|   0
7390|Ton 342                            |HS*|08 44 08.2048735366 +31 02 10.824757183|     ~|14.48 |14.60 |14.47 |     ~|sdB+?               |  10|   0
7391|GALEX J105759.3-023002             |HS*|10 57 59.2856137318 -02 30 02.043186903|     ~|     ~|     ~|     ~|     ~|sdBHe               |   4|   0
7392|PG 1516+205                        |HS*|15 18 38.8105156694 +20 19 46.732499842|     ~|15.16 |     ~|     ~|     ~|sdB                 |   5|   0
7393|SDSS J161804.92+204104.2           |HS*|16 18 04.9294336025 +20 41 04.263234437|     ~|     ~|     ~|     ~|     ~|sdBHe               |   4|   0
7394|SDSS J163700.71+142214.2           |HS*|16 37 00.7041789704 +14 22 14.366897652|     ~|     ~|     ~|     ~|     ~|sdB                 |   4|   0
7395|SDSS J170840.55+204256.8           |HS*|17 08 40.5439384680 +20 42 56.920299377|     ~|     ~|     ~|     ~|     ~|sdBHe               |   2|   0
7396|SDSS J172436.20+275242.0           |HS*|17 24 36.2058276544 +27 52 42.045821193|     ~|     ~|     ~|     ~|     ~|sdBC0.2He25+G/K     |   5|   0
7397|SDSS J172800.96+310318.2           |HS*|17 28 00.9610504465 +31 03 18.224281035|     ~|     ~|     ~|     ~|     ~|sdB                 |   5|   0
7398|SDSS J173119.14+313831.1           |HS*|17 31 19.1511025701 +31 38 31.133155797|     ~|     ~|     ~|     ~|     ~|sdBHe               |   4|   0
7399|SDSS J174442.35+263829.9           |HS*|17 44 42.3551583687 +26 38 30.055823681|     ~|     ~|     ~|     ~|     ~|sdBHe               |   5|   0
