C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET23:34:38

sptypes = 'F'
-------------

Number of objects : 3144

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------|----|----
2574|TYC 2949-557-1                     |*  |06 47 41.0432846712 +42 00 33.753647085|     ~|13.37 |11.62 |     ~|     ~|F              |   3|   0
2575|TYC 7378-2567-1                    |*  |17 56 58.5545 -30 02 51.110            |     ~|12.18 |12.36 |     ~|     ~|F              |   2|   0
2576|[DCO2008] T-Lyr1-11134             |EB*|18 55 19.3561560490 +48 23 06.980116097|     ~|14.670|     ~|13.940|     ~|Flat           |   3|   0
2577|USNO-A2.0 1275-18118785            |RR*|23 03 31.9757613205 +42 09 12.492217472|     ~|16.8  |     ~|16.0  |     ~|F              |   3|   0
2578|KIC 8127997                        |*  |20 02 11.4122987270 +43 55 38.729547554|     ~|14.74 |14.12 |     ~|     ~|Flat           |   3|   0
2579|ASAS J192325+4231.7                |RR*|19 23 24.5292382941 +42 31 42.384257511|     ~|     ~|13.142|     ~|12.498|Flat           |  15|   0
2580|ChOPS J165356.10-394732.7          |*  |16 53 56.10 -39 47 32.7                |     ~|     ~|     ~|16.30 |     ~|F              |   1|   0
2581|ChOPS J165413.51-394757.0          |*  |16 54 13.51 -39 47 57.0                |     ~|     ~|     ~|15.92 |     ~|F              |   1|   0
2582|ChOPS J171503.40-395416.2          |*  |17 15 03.40 -39 54 16.2                |     ~|     ~|     ~|19.25 |     ~|F              |   1|   0
2583|ChOPS J174731.11-282513.0          |*  |17 47 31.11 -28 25 13.0                |     ~|     ~|     ~|18.15 |     ~|F              |   1|   0
2584|SV* HV 11199                       |cC*|01 05 17.2270225916 -71 51 44.286683046|     ~|17.266|16.945|     ~|16.309|F              |   8|   0
2585|KIC 6615041                        |EB*|19 37 26.8517877813 +42 02 45.306688958|     ~|     ~|13.816|     ~|13.019|Flat           |  14|   0
2586|SBSS 1435+592                      |HB?|14 36 19.8355654839 +59 03 57.174669245|     ~|17.5  |     ~|16.1  |     ~|F              |   6|   0
2587|KIC 11234888                       |*  |19 07 00.2101277143 +48 56 06.885644369|     ~|     ~|     ~|11.888|     ~|F              |  10|   0
2588|[MVZ2009] 5564                     |V* |07 01 40.049 -28 16 39.65              |     ~|     ~|15.69 |     ~|     ~|F              |   1|   0
2589|[MVZ2009] 6460                     |V* |07 08 10.099 -27 15 03.67              |     ~|     ~|14.49 |     ~|     ~|F              |   1|   0
2590|[MVZ2009] 17237                    |V* |07 13 06.134 -26 53 49.63              |     ~|     ~|14.36 |     ~|     ~|F              |   1|   0
2591|MOA 2009-BLG-174                   |*  |18 02 07.70 -31 25 26.4                |     ~|     ~|     ~|     ~|     ~|FV             |   7|   0
2592|UCAC2 10467276                     |*  |16 14 20.1447651380 -49 48 02.941711894|13.25 |12.71 |11.62 |11.25 |     ~|F              |   1|   0
2593|TYC 8319-658-1                     |*  |16 15 25.4241204388 -50 05 04.726233259|13.04 |12.87 |12.26 |11.97 |     ~|F              |   1|   0
2594|L 1068-14                          |PM*|19 25 09.1064074638 +04 06 23.429344610|     ~|     ~|     ~|12.46 |     ~|sd:F           |   1|   0
2595|LGGS J004034.82+401825.5           |*  |00 40 34.8266353180 +40 18 25.367040631|     ~|16.91 |16.30 |     ~|     ~|FV             |   2|   0
2596|KIC 11032470                       |Pu*|19 32 45.3324163910 +48 34 46.981407629|     ~|     ~|     ~|     ~|     ~|F              |   1|   0
2597|TYC 1279-831-1                     |*  |04 47 50.8217641786 +21 56 54.915519048|     ~|11.84 |11.33 |     ~|     ~|F              |   1|   0
2598|TYC 1824-1032-1                    |*  |04 26 26.3103678816 +27 42 22.597335184|     ~|12.08 |11.25 |     ~|     ~|F              |   2|   0
2599|BD+24 2561                         |*  |13 19 09.8069019748 +23 56 02.506378041|     ~|12.48 |11.27 |     ~|     ~|F              |   3|   0
2600|TYC 2371-835-1                     |*  |04 16 03.8277787359 +30 31 22.584497462|     ~|11.83 |11.35 |     ~|     ~|F              |   1|   0
2601|TYC 3017-1378-1                    |*  |12 16 19.6999978350 +40 30 26.450507187|     ~|12.52 |11.95 |     ~|     ~|F              |   1|   0
2602|TYC 3121-1798-1                    |*  |19 17 34.0507463250 +39 16 00.681945327|     ~|12.47 |11.69 |     ~|     ~|Flat           |   1|   0
2603|TYC 3122-140-1                     |*  |18 45 14.3820731005 +41 09 14.761014592|     ~|12.59 |12.04 |     ~|     ~|Flat           |   1|   0
2604|TYC 3126-1345-1                    |*  |18 41 45.5122714728 +42 05 29.977608209|     ~|12.40 |12.08 |     ~|     ~|Flat           |   1|   0
2605|TYC 3133-1146-1                    |*  |19 14 47.2624727598 +44 44 05.231733456|     ~|12.61 |12.30 |     ~|     ~|Flat           |   1|   0
2606|TYC 3133-1415-1                    |*  |19 14 02.0408085412 +44 27 59.772497685|     ~|12.68 |12.09 |     ~|     ~|Flat           |   1|   0
2607|TYC 3138-573-1                     |*  |19 22 41.2801253726 +41 11 59.547925490|     ~|12.11 |11.71 |     ~|     ~|Flat           |   1|   0
2608|TYC 3138-954-1                     |*  |19 28 13.2827421687 +39 29 46.653091611|     ~|12.27 |11.73 |     ~|     ~|Flat           |   1|   0
2609|TYC 3143-1430-1                    |*  |19 36 56.3961444146 +41 21 10.836512832|     ~|12.74 |12.00 |     ~|     ~|Flat           |   1|   0
2610|HD 192162                          |*  |20 11 37.8469140172 +44 59 27.555084755|     ~|10.84 |10.45 |     ~|     ~|F              |   1|   0
2611|AG+45 36                           |*  |00 21 14.0044322839 +45 54 13.820339993|     ~|12.49 |12.08 |     ~|     ~|F              |   0|   0
2612|2MASS J19292894+4844341            |RG*|19 29 28.9460922139 +48 44 34.015288981|     ~|12.68 |11.42 |     ~|     ~|Flat           |   6|   0
2613|TYC 3551-71-1                      |*  |19 26 31.9739218503 +49 04 14.203268945|     ~|12.81 |12.13 |     ~|     ~|Flat           |   4|   0
2614|TYC 3565-761-1                     |*  |19 48 53.2009332474 +50 14 37.880634589|     ~|12.84 |11.64 |     ~|     ~|Flat           |   2|   0
2615|HD 292559                          |*  |06 52 52.6181515214 -00 18 00.070092342|     ~|12.16 |12.06 |     ~|     ~|F              |   3|   0
2616|HD 56010                           |*  |07 14 55.0037082206 -10 55 51.579101887|     ~|10.28 |10.04 |     ~|     ~|Fm_dD          |   4|   0
2617|TYC 5873-194-1                     |*  |03 31 24.5414769500 -15 03 42.769928620|     ~|12.08 |11.40 |     ~|     ~|F              |   1|   0
2618|CPD-19 6119                        |*  |17 07 55.1869616322 -19 37 28.729886418|     ~|11.54 |11.07 |     ~|     ~|F              |   2|   0
2619|CPD-19 6120                        |*  |17 08 06.9291682315 -19 21 04.877524284|     ~|11.50 |10.99 |     ~|     ~|F              |   1|   0
2620|BD-21 4579                         |*  |17 20 08.2359455338 -21 28 44.105480223|     ~|12.08 |11.68 |     ~|     ~|F              |   1|   0
2621|TYC 6296-1176-1                    |*  |19 16 08.7870140934 -15 24 28.009681255|     ~|12.10 |11.81 |     ~|     ~|FV             |   6|   0
2622|TYC 6300-140-1                     |*  |19 16 44.9581726960 -17 17 07.465271681|     ~|11.24 |10.60 |     ~|     ~|F              |   6|   0
2623|EC 20422-1556                      |*  |20 45 05.2295417940 -15 45 33.762891321|12.16 |12.48 |11.78 |     ~|     ~|F              |   2|   0
2624|CD-23 12945                        |*  |16 52 15.0085772434 -23 23 56.804539466|     ~|12.72 |11.61 |     ~|     ~|F              |   1|   0
2625|CD-24 12846                        |*  |16 49 08.3721930596 -25 08 31.405665664|     ~|11.33 |10.69 |     ~|     ~|F              |   3|   0
2626|CPD-25 5983                        |*  |17 17 24.1426960077 -25 51 58.571129225|     ~|11.93 |11.72 |     ~|     ~|F              |   1|   0
2627|CD-25 12046                        |*  |17 15 26.6297317896 -25 36 02.586189510|     ~|12.07 |11.23 |     ~|     ~|F              |   1|   0
2628|CD-26 11904                        |*  |17 07 09.2346 -26 27 20.256            |     ~|12.01 |11.37 |     ~|     ~|F              |   1|   0
2629|CPD-26 5811                        |*  |17 05 04.9661200249 -27 03 14.886678144|     ~|11.07 |10.90 |     ~|     ~|F              |   1|   0
2630|CPD-28 5596                        |*  |17 17 10.3251015708 -28 25 12.507239469|     ~|11.77 |11.84 |     ~|     ~|F              |   1|   0
2631|CD-23 13418                        |*  |17 32 49.317 -24 05 28.26              |     ~|11.75 |11.06 |     ~|     ~|F              |   1|   0
2632|CD-23 13565                        |*  |17 47 53.7558274785 -23 33 22.198304159|     ~|11.59 |11.50 |     ~|     ~|F              |   2|   0
2633|CPD-24 5937                        |*  |17 44 24.1537013961 -24 04 48.475170545|     ~|11.64 |10.36 |     ~|     ~|F              |   1|   0
2634|CPD-26 5971                        |*  |17 47 13.8441712353 -26 04 59.473585788|     ~|11.95 |11.41 |     ~|     ~|F              |   1|   0
2635|CPD-26 5963                        |*  |17 46 32.9397336021 -26 12 41.397781071|     ~|11.98 |11.36 |     ~|     ~|F              |   1|   0
2636|CPD-27 5640                        |*  |17 23 41.9309205343 -28 03 21.023527562|     ~|12.37 |11.48 |     ~|     ~|F              |   1|   0
2637|CPD-26 5873                        |*  |17 20 31.3128252127 -26 41 48.841913377|     ~|11.92 |11.14 |     ~|     ~|F              |   4|   0
2638|CPD-27 5668                        |*  |17 31 58.9425915307 -28 03 16.524715431|     ~|11.62 |11.42 |     ~|     ~|F              |   1|   0
2639|CPD-26 5923                        |PM*|17 39 20.2119950850 -26 51 31.336774280|     ~|11.49 |10.67 |     ~|     ~|F              |   1|   0
2640|TYC 6835-126-1                     |*  |17 42 16.0235340925 -28 05 58.032444537|     ~|12.14 |11.32 |     ~|     ~|F              |   1|   0
2641|CPD-27 5693                        |*  |17 40 27.3054361842 -27 13 34.970946272|     ~|11.60 |11.21 |     ~|     ~|F              |   2|   0
2642|CPD-26 5920                        |*  |17 38 33.8400150775 -27 01 02.251604907|     ~|11.95 |11.26 |     ~|     ~|F              |   1|   0
2643|CPD-27 5703                        |*  |17 41 07.2855181631 -27 45 04.361078612|     ~|11.92 |11.26 |     ~|     ~|F              |   1|   0
2644|CPD-27 5712                        |*  |17 41 46.3749833550 -27 37 42.623331165|     ~|11.59 |11.02 |     ~|     ~|F              |   1|   0
2645|CPD-26 6011                        |*  |17 50 39.9387118549 -26 51 15.116583312|     ~|11.59 |11.12 |     ~|     ~|F              |   1|   0
2646|CPD-26 5990                        |*  |17 48 37.8173243154 -26 32 34.115906888|     ~|11.32 |10.86 |     ~|     ~|F              |   1|   0
2647|TYC 6838-519-1                     |*  |17 44 47.1205202684 -27 34 27.110336104|     ~|12.45 |12.44 |     ~|     ~|F              |   1|   0
2648|CPD-26 5949                        |*  |17 45 27.2977238330 -26 49 09.392279017|     ~|11.74 |11.27 |     ~|     ~|F              |   1|   0
2649|CD-29 13404                        |*  |17 20 13.4873649580 -29 35 27.164202947|     ~|11.96 |11.16 |     ~|     ~|F              |   1|   0
2650|CPD-27 5611                        |*  |17 18 18.1396 -28 08 08.042            |     ~|11.62 |10.91 |     ~|     ~|F              |   1|   0
2651|CPD-29 4667                        |*  |17 22 51.8380082088 -29 36 30.436899104|     ~|11.90 |11.22 |     ~|     ~|F              |   1|   0
2652|CD-29 13605                        |Em*|17 29 18.8168678713 -29 57 36.375410199|12.51 |11.65 |11.19 |11.03 |     ~|F              |  11|   0
2653|CPD-28 5760                        |*  |17 41 18.636 -28 19 57.87              |     ~|11.99 |11.50 |     ~|     ~|F              |   1|   0
2654|CPD-28 5895                        |*  |17 50 18.6707768264 -28 15 24.405702104|     ~|11.40 |11.29 |     ~|     ~|F              |   1|   0
2655|CPD-28 5917                        |*  |17 51 33.8067285668 -28 42 48.845921127|     ~|11.58 |11.27 |     ~|     ~|F              |   1|   0
2656|CPD-28 5806                        |*  |17 44 00.4121365942 -28 40 52.921465755|     ~|11.74 |11.36 |     ~|     ~|F              |   1|   0
2657|CD-28 13608                        |*  |17 48 26.3059355667 -28 20 22.356490162|     ~|12.03 |11.12 |     ~|     ~|F              |   1|   0
2658|CD-28 13699                        |*  |17 51 21.2841250617 -28 31 41.831258281|     ~|12.44 |11.21 |     ~|     ~|F              |   1|   0
2659|CPD-28 5846                        |*  |17 47 14.9761273223 -29 01 15.394942624|     ~|11.77 |10.99 |     ~|     ~|F              |   1|   0
2660|CD-28 13625                        |*  |17 49 00.0540560156 -28 32 43.401395058|     ~|11.95 |11.10 |     ~|     ~|F              |   1|   0
2661|TYC 6840-675-1                     |*  |17 50 03.3927738774 -28 10 54.376010606|     ~|12.17 |11.13 |     ~|     ~|F              |   1|   0
2662|CPD-28 5891                        |*  |17 50 05.2436597226 -28 16 39.815650652|     ~|12.12 |10.21 |     ~|     ~|F              |   1|   0
2663|CD-29 14015                        |*  |17 48 32.2724715739 -29 25 27.533076983|     ~|12.13 |11.60 |     ~|     ~|F              |   1|   0
2664|CPD-25 6177                        |*  |17 56 25.1297146088 -25 15 06.489114920|     ~|11.47 |11.21 |     ~|     ~|F              |   1|   0
2665|CPD-25 6138                        |*  |17 53 00.0462857627 -25 52 15.259241627|     ~|11.65 |11.49 |     ~|     ~|F              |   1|   0
2666|CPD-25 6153                        |*  |17 54 37.8908242446 -25 04 24.564597800|     ~|11.65 |11.28 |     ~|     ~|F              |   1|   0
2667|CPD-24 6042                        |*  |17 57 25.3587649598 -24 42 28.107443242|     ~|11.79 |11.19 |     ~|     ~|F              |   1|   0
2668|CD-25 12477                        |*  |17 57 09.3474557614 -25 09 46.198928115|     ~|11.69 |11.20 |     ~|     ~|F              |   1|   0
2669|CPD-26 6208                        |*  |18 04 41.7168635521 -26 10 38.592916082|     ~|11.20 |10.78 |     ~|     ~|F              |   1|   0
2670|CPD-25 6324                        |*  |18 07 16.1723893938 -25 44 24.772904011|     ~|11.48 |11.56 |     ~|     ~|F              |   1|   0
2671|CPD-25 6436                        |*  |18 16 40.1772705798 -25 41 13.368278923|     ~|11.54 |11.43 |     ~|     ~|F              |   2|   0
2672|CPD-28 6118                        |*  |17 59 55.7871019853 -28 01 29.917116793|     ~|11.34 |10.77 |     ~|     ~|F              |   1|   0
2673|CPD-26 6064                        |*  |17 53 59.3063031549 -26 19 40.202005929|     ~|11.64 |10.98 |     ~|     ~|F              |   1|   0
2674|CPD-26 6101                        |*  |17 57 07.7202305513 -26 43 06.716165978|     ~|11.77 |11.20 |     ~|     ~|F              |   1|   0
2675|CPD-26 6042                        |*  |17 52 20.6409083850 -26 57 36.970503665|     ~|12.10 |10.73 |     ~|     ~|F              |   1|   0
2676|CD-27 12210                        |*  |17 59 33.1495754437 -27 36 38.055322094|     ~|11.68 |11.50 |     ~|     ~|F              |   1|   0
2677|CPD-27 5871                        |*  |17 55 19.0571115158 -27 58 54.939117115|     ~|11.85 |11.23 |     ~|     ~|F              |   1|   0
2678|CPD-27 5833                        |*  |17 52 54.5138535486 -27 25 16.379780299|     ~|11.77 |11.28 |     ~|     ~|F              |   1|   0
2679|TYC 6849-1337-1                    |*  |17 59 00.9430419230 -27 18 43.113674255|     ~|11.68 |11.70 |     ~|     ~|F              |   2|   0
2680|CD-26 12469                        |*  |17 52 39.2763857539 -26 48 10.786317999|     ~|12.02 |12.18 |     ~|     ~|F              |   2|   0
2681|CD-26 12610                        |*  |17 58 37.5263883504 -26 43 26.093056000|     ~|11.97 |11.56 |     ~|     ~|F              |   1|   0
2682|TYC 6850-1669-1                    |*  |18 00 56.9930254736 -27 46 42.333020089|     ~|11.79 |11.39 |     ~|     ~|F              |   1|   0
2683|CPD-28 6241                        |*  |18 04 42.8807184780 -28 01 00.043183955|     ~|11.41 |11.27 |     ~|     ~|F              |   1|   0
2684|CPD-26 6179                        |*  |18 03 19.1347914101 -26 58 41.784493285|     ~|11.27 |10.72 |     ~|     ~|F              |   1|   0
2685|CPD-28 6269                        |*  |18 06 06.8758738770 -28 05 02.840373734|     ~|11.78 |11.29 |     ~|     ~|F              |   1|   0
2686|CPD-27 6097                        |*  |18 05 31.1930846497 -27 57 43.184691288|     ~|11.84 |11.94 |     ~|     ~|F              |   1|   0
2687|TYC 6851-411-1                     |*  |18 11 08.6422101802 -27 02 03.504570418|     ~|12.02 |11.74 |     ~|     ~|F              |   1|   0
2688|CPD-27 6249                        |*  |18 12 25.0582368476 -27 48 00.841952103|     ~|11.33 |10.87 |     ~|     ~|F              |   1|   0
2689|CPD-26 6363                        |*  |18 14 29.6728221319 -26 55 46.039409693|     ~|11.81 |11.50 |     ~|     ~|F              |   1|   0
2690|CPD-27 6299                        |*  |18 15 09.1869807672 -27 30 33.384250093|     ~|11.42 |11.05 |     ~|     ~|F              |   1|   0
2691|CPD-27 6238                        |PM*|18 12 04.9480577195 -27 04 17.573975107|     ~|11.09 |10.48 |     ~|     ~|F              |   2|   0
2692|CPD-27 6205                        |*  |18 10 02.495 -27 22 09.91              |     ~|11.96 |12.14 |     ~|     ~|F              |   1|   0
2693|CPD-27 6171                        |*  |18 08 44.2179568216 -27 17 44.745396236|     ~|11.90 |11.55 |     ~|     ~|F              |   1|   0
2694|CPD-27 6169                        |*  |18 08 38.5044698371 -27 35 27.705002713|     ~|11.68 |10.96 |     ~|     ~|F              |   1|   0
2695|CPD-27 6162                        |*  |18 08 25.1945882135 -27 28 02.729060759|     ~|11.78 |11.86 |     ~|     ~|F              |   1|   0
2696|CPD-28 5950                        |*  |17 52 31.5766516726 -28 09 21.508272210|     ~|11.45 |11.05 |     ~|     ~|F              |   1|   0
2697|CD-29 14120                        |*  |17 52 59.4449091944 -29 32 09.945554896|     ~|11.79 |11.23 |     ~|     ~|F              |   1|   0
2698|CPD-28 5920                        |*  |17 51 37.7475097853 -28 38 49.932180470|     ~|11.47 |11.05 |     ~|     ~|F              |   1|   0
2699|CPD-29 4978                        |*  |17 54 21.2745713625 -29 09 44.220436968|     ~|11.17 |10.81 |     ~|     ~|F              |   1|   0
2700|CD-29 14174                        |*  |17 54 47.7807849346 -29 06 55.545962253|     ~|11.93 |11.01 |     ~|     ~|F              |   1|   0
2701|CD-28 13869                        |*  |17 56 25.7480538853 -28 30 30.072269623|     ~|11.68 |11.61 |     ~|     ~|F              |   1|   0
2702|CPD-29 5018                        |*  |17 56 18.4363391474 -29 39 15.052303843|     ~|11.33 |10.31 |     ~|     ~|F              |   1|   0
2703|CPD-29 5028                        |*  |17 56 35.0022615825 -29 40 09.419113676|     ~|11.45 |11.41 |     ~|     ~|F              |   1|   0
2704|CD-28 13966                        |*  |17 59 34.0168817022 -28 36 00.820627757|     ~|12.54 |12.00 |     ~|     ~|F              |   1|   0
2705|TYC 6853-3503-1                    |*  |17 58 38.2126369410 -28 37 01.684127313|     ~|11.95 |12.06 |     ~|     ~|F              |   1|   0
2706|CPD-29 5030                        |*  |17 56 40.1882514358 -29 27 40.865452081|     ~|11.35 |10.95 |     ~|     ~|F              |   2|   0
2707|CPD-29 5082                        |*  |17 59 11.0315101168 -29 20 41.903377151|     ~|11.61 |10.80 |     ~|     ~|F              |   1|   0
2708|CPD-29 5265                        |*  |18 06 33.4466655134 -29 01 04.029995227|     ~|11.52 |10.53 |     ~|     ~|F              |   1|   0
2709|CPD-29 5190                        |*  |18 03 14.5243156738 -29 12 06.515792449|     ~|11.82 |11.38 |     ~|     ~|F              |   1|   0
2710|CPD-28 6192                        |*  |18 03 04.6270965723 -28 42 47.116835392|     ~|11.30 |11.13 |     ~|     ~|F              |   1|   0
2711|CPD-29 5218                        |*  |18 04 28.5158356171 -29 24 15.220686533|     ~|12.01 |11.83 |     ~|     ~|F              |   1|   0
2712|CPD-29 5215                        |*  |18 04 15.5916766724 -29 35 20.344415703|     ~|11.71 |10.95 |     ~|     ~|F              |   1|   0
2713|CPD-29 5249                        |*  |18 05 48.8466732605 -29 10 09.706037519|     ~|11.33 |10.58 |     ~|     ~|F              |   1|   0
2714|CPD-29 5135                        |*  |18 01 09.8772861969 -29 01 11.064274296|     ~|11.68 |11.32 |     ~|     ~|F              |   1|   0
2715|CPD-29 5173                        |*  |18 02 38.0149828945 -29 35 13.657261041|     ~|11.49 |10.73 |     ~|     ~|F              |   1|   0
2716|TYC 6854-4296-1                    |*  |18 00 00.8355587981 -29 34 34.727712283|     ~|11.66 |11.16 |     ~|     ~|F              |   1|   0
2717|CPD-28 6396                        |*  |18 13 04.2575948866 -28 38 11.736413677|     ~|11.31 |10.61 |     ~|     ~|F              |   1|   0
2718|CPD-28 6405                        |*  |18 13 19.9150891355 -28 21 38.378697561|     ~|11.52 |11.52 |     ~|     ~|F              |   1|   0
2719|CPD-29 5455                        |*  |18 16 42.1511286402 -29 36 06.258222011|     ~|11.37 |10.98 |     ~|     ~|F              |   1|   0
2720|CPD-29 5302                        |*  |18 08 30.1840501124 -29 04 02.681731080|     ~|11.69 |10.68 |     ~|     ~|F              |   1|   0
2721|CD-28 14543                        |*  |18 24 30.7154926438 -28 17 08.435806017|     ~|11.51 |11.12 |     ~|     ~|F              |   2|   0
2722|CPD-29 5462                        |*  |18 16 59.9255864423 -29 01 10.974195698|     ~|11.87 |11.61 |     ~|     ~|F              |   1|   0
2723|CD-29 14783                        |*  |18 18 10.487 -29 30 23.72              |     ~|11.82 |12.01 |     ~|     ~|F              |   2|   0
2724|CD-28 14634                        |*  |18 29 34.0081044709 -28 02 42.750484113|     ~|11.96 |11.32 |     ~|     ~|F              |   2|   0
2725|CPD-27 6445                        |*  |18 32 01.1454013727 -27 00 37.057562813|     ~|11.55 |11.17 |     ~|     ~|F              |   1|   0
2726|CD-27 12962                        |*  |18 33 54.4147023105 -27 24 39.520571310|     ~|11.53 |10.96 |     ~|     ~|F              |   2|   0
2727|CD-29 15017                        |*  |18 30 18.7160459261 -29 29 03.058887569|     ~|11.17 |10.55 |     ~|     ~|F              |   2|   0
2728|CD-28 14590                        |*  |18 26 57.9125634072 -28 30 01.000986348|     ~|11.34 |10.60 |     ~|     ~|F              |   2|   0
2729|CD-28 14702                        |*  |18 33 35.0446549446 -28 44 28.431152029|     ~|11.35 |11.48 |     ~|     ~|F              |   2|   0
2730|CPD-29 4677                        |*  |17 24 01.8506877388 -30 07 06.141564922|     ~|11.44 |11.46 |     ~|     ~|F              |   1|   0
2731|CPD-31 4859                        |*  |17 38 27.5649714644 -31 26 50.294674674|     ~|11.87 |11.70 |     ~|     ~|F              |   1|   0
2732|CD-31 14405                        |*  |17 41 03.2374113050 -31 16 46.471022595|     ~|11.92 |11.49 |     ~|     ~|F              |   1|   0
2733|CPD-31 4976                        |*  |17 47 30.4211681771 -31 23 21.632111948|     ~|11.65 |10.91 |     ~|     ~|F              |   2|   0
2734|CD-30 14672                        |*  |17 45 54.0437697929 -30 22 58.732718781|     ~|11.88 |11.38 |     ~|     ~|F              |   2|   0
2735|CPD-30 4920                        |*  |17 49 24.1984210590 -30 29 09.514990882|     ~|12.14 |11.74 |     ~|     ~|F              |   1|   0
2736|CD-30 13624                        |*  |17 43 36.4389883768 -30 33 23.386498826|     ~|11.73 |10.61 |     ~|     ~|F              |   1|   0
2737|TYC 7377-744-1                     |*  |17 49 59.8752699158 -31 44 11.847810090|     ~|11.48 |11.04 |     ~|     ~|F              |   1|   0
2738|CPD-30 4928                        |*  |17 49 54.8313601887 -30 27 37.405263321|     ~|11.91 |11.13 |     ~|     ~|F              |   1|   0
2739|CD-30 14876                        |*  |17 53 19.4791708396 -30 43 35.315779666|     ~|11.47 |11.07 |     ~|     ~|F              |   1|   0
2740|CPD-30 4997                        |*  |17 53 33.4064945588 -30 23 39.317970076|     ~|11.51 |10.62 |     ~|     ~|F              |   1|   0
2741|CD-31 14721                        |*  |17 52 46.8430952749 -31 28 15.885111716|     ~|12.12 |10.95 |     ~|     ~|F              |   1|   0
2742|CPD-31 5115                        |*  |17 56 23.3947886789 -31 49 21.536733554|     ~|12.04 |11.86 |     ~|     ~|F              |   1|   0
2743|CPD-30 5044                        |*  |17 56 11.8365193512 -30 39 19.244201247|     ~|11.50 |11.71 |     ~|     ~|F              |   1|   0
2744|CPD-33 4692                        |*  |17 54 55.8510517517 -33 07 14.488779674|     ~|12.08 |11.10 |     ~|     ~|F              |   1|   0
2745|CPD-30 5190                        |*  |18 03 00.3951890194 -30 11 55.614562593|     ~|11.90 |12.07 |     ~|     ~|F              |   1|   0
2746|CPD-31 5271                        |*  |18 04 27.4354268194 -31 37 57.115464014|     ~|11.80 |11.68 |     ~|     ~|F              |   1|   0
2747|CPD-30 5218                        |*  |18 04 41.2373592204 -30 30 57.184879863|     ~|11.88 |11.11 |     ~|     ~|F              |   1|   0
2748|TYC 7391-857-1                     |*  |18 01 55.7667293417 -30 12 28.518728180|     ~|11.69 |11.07 |     ~|     ~|F              |   1|   0
2749|CPD-30 5244                        |*  |18 05 52.9788419246 -30 06 00.901428763|     ~|11.71 |11.14 |     ~|     ~|F              |   1|   0
2750|CPD-31 5332                        |*  |18 08 06.7073371044 -31 24 01.740901366|     ~|11.75 |11.84 |     ~|     ~|F              |   1|   0
2751|CPD-30 5208                        |*  |18 04 05.7712696204 -30 10 10.692838462|     ~|12.01 |11.92 |     ~|     ~|F              |   2|   0
2752|CPD-31 5258                        |*  |18 03 35.6190118052 -31 39 54.752515294|     ~|11.75 |10.25 |     ~|     ~|F              |   1|   0
2753|CPD-30 5147                        |*  |18 00 23.1920186422 -30 11 55.407986403|     ~|11.28 |10.70 |     ~|     ~|F              |   1|   0
2754|CPD-30 5179                        |*  |18 02 43.4030586435 -30 58 06.273203799|     ~|11.16 |10.42 |     ~|     ~|F              |   1|   0
2755|CPD-31 5432                        |*  |18 14 35.2280795300 -31 12 25.650638414|     ~|11.77 |11.41 |     ~|     ~|F              |   1|   0
2756|CPD-31 5460                        |*  |18 16 00.2555543780 -31 16 53.275164304|     ~|11.64 |11.48 |     ~|     ~|F              |   1|   0
2757|CPD-31 5439                        |*  |18 14 59.7884766318 -31 45 36.710721938|     ~|11.63 |10.83 |     ~|     ~|F              |   1|   0
2758|CPD-31 5408                        |*  |18 12 22.6766540305 -31 38 24.331684390|     ~|11.61 |11.33 |     ~|     ~|F              |   1|   0
2759|CPD-30 5327                        |*  |18 10 40.2121324724 -30 49 14.819470437|     ~|11.55 |10.66 |     ~|     ~|F              |   1|   0
2760|CPD-30 5349                        |*  |18 11 49.9379090002 -30 35 52.048621881|     ~|12.10 |12.04 |     ~|     ~|F              |   1|   0
2761|CPD-32 5144                        |*  |18 08 52.3246473555 -32 49 41.385052489|     ~|11.61 |11.16 |     ~|     ~|F              |   1|   0
2762|CD-32 13773                        |*  |18 08 06.8489874916 -32 03 49.220225196|     ~|11.66 |11.06 |     ~|     ~|F              |   1|   0
2763|CPD-31 5334                        |*  |18 08 21.1858848637 -31 52 42.204681570|     ~|11.58 |11.39 |     ~|     ~|F              |   1|   0
2764|CPD-32 5128                        |*  |18 07 38.9072546376 -32 29 22.729480733|     ~|12.03 |11.87 |     ~|     ~|F              |   1|   0
2765|CPD-32 5069                        |*  |18 03 51.4294645044 -32 48 26.746565070|     ~|11.56 |11.25 |     ~|     ~|F              |   1|   0
2766|CPD-31 5282                        |*  |18 05 18.8509977043 -31 59 33.889572037|     ~|11.53 |11.05 |     ~|     ~|F              |   1|   0
2767|CPD-32 5218                        |*  |18 13 39.8887464218 -32 35 32.336996495|     ~|11.38 |10.89 |     ~|     ~|F              |   1|   0
2768|CPD-31 5486                        |*  |18 17 46.5067567386 -31 55 49.223322553|     ~|11.89 |12.08 |     ~|     ~|F              |   1|   0
2769|CPD-32 5211                        |*  |18 13 03.7641695888 -32 27 43.608550071|     ~|11.47 |11.10 |     ~|     ~|F              |   1|   0
